Name;Version;Vendor
Adobe Acrobat Reader DC - Español;17.009.20044;Adobe Systems Incorporated
Adobe Flash Player 17 ActiveX;17.0.0.169;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Aspen Calc;12.8.0.0;AspenTech
Aspen Desktop Apps(64bit);12.8.0.0;AspenTech
Aspen IP.21 Browser Graphic Studio;12.8.0.0;AspenTech
Aspen Process Data;12.8.0.0;AspenTech
Aspen Process Explorer;12.8.0.0;AspenTech
Aspen Production Execution Manager;12.8.0.0;AspenTech
Aspen Production Record Manager;12.8.0.0;AspenTech
Aspen SQLplus;12.8.0.0;AspenTech
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
AXIS Media Control Embedded;;
Dell System Detect;6.1.0.3;Dell
FactoryTalk Activation Manager 3.60.00 (CPR 9 SR 6);3.60.00;Rockwell Automation, Inc.
FactoryTalk Diagnostics 2.60.00 (CPR 9 SR 6);2.60.00;Rockwell Automation, Inc.
FactoryTalk Services Platform 2.60.00 (CPR 9 SR 6);2.60.00;Rockwell Automation, Inc.
Google Chrome;58.0.3029.110;Google Inc.
Google Drive;2.34.5075.1619;Google, Inc.
HTMLDOC;1.8.2700;Easy Software Products
Intel(R) Control Center;1.2.1.1011;Intel Corporation
Intel(R) Management Engine Components;9.0.0.1310;Intel Corporation
Intel(R) Network Connections Drivers;16.8;Intel
Intel(R) Processor Graphics;9.17.10.3517;Intel Corporation
Intel(R) SDK for OpenCL - CPU Only Runtime Package;2.0.0.37149;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;1.0.6.245;Intel Corporation
Java 8 Update 65;8.0.650.17;Oracle Corporation
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Matrox M-Series WDDM Driver;;Matrox Graphics Inc.
Matrox M-Series XDDM Driver;;Matrox Graphics Inc.
Matrox PowerDesk;1.17.3003.0917 2.13 (M-Series);Matrox Graphics Inc.
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.5.2;4.5.51209;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.6029.1000;Microsoft Corporation
Microsoft SQL Server Compact 4.0 x64 ENU;4.0.8482.1;Microsoft Corporation
Microsoft Visio Professional 2010;14.0.6029.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.56336;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.21005;12.0.21005.1;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005;12.0.21005.1;Microsoft Corporation
Microsoft Visual Studio 2010 Tools for Office Runtime (x64);10.0.40303;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 Parser and SDK;4.20.9818.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
OPC Core Components Redistributable (x86) 105.1;3.00.10501;OPC Foundation
Paquete de idioma de Microsoft Visual Studio 2010 Tools para Office Runtime (x64) - ESN;10.0.40303;Microsoft Corporation
RASplus;1.4.4;IDIS
Realtek High Definition Audio Driver;6.0.1.5985;Realtek Semiconductor Corp.
Redundancy Module Config Tool;6.2.10.0;
Rockwell Automation Driver Package x64;1.1.11;Rockwell Automation.
Rockwell Windows Firewall Configuration Utility 1.00.06;1.00.06.0004;Rockwell Automation, Inc.
RSLinx Classic 3.60.00 CPR 9 SR 6;3.60.00 CPR 9 SR 6;Rockwell Automation, Inc.
Visual Studio Tools for the Office system 3.0 Runtime;3.0;Microsoft Corporation
WinRAR 5.10 (64-bit);5.10.0;win.rar GmbH
