Name;Version;Vendor
Adobe Acrobat 9 Pro - Italiano, Español, Nederlands, Português;9.0.0;Adobe Systems
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe Reader XI  MUI;11.0.00;Adobe Systems Incorporated
Adobe Reader XI (11.0.10) - Español;11.0.10;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
APLI Soft SE;2.0;APLI PAPER S.A.
Aspen Cim-IO Interfaces;7.0.0.0;AspenTech
Aspen InfoPlus.21;7.0.0.0;AspenTech
Aspen Process Data;7.0.0.0;AspenTech
Aspen Process Explorer;7.0.0.0;AspenTech
Aspen SLM Client Tools;2004;AspenTech
Aspen SQLplus;7.0.0.0;AspenTech
Autodesk DWG TrueView 2015 - English;20.0.210.0;Autodesk
Banc BEDEC 2014;;
Banc BEDEC 2015;;
Citrix Receiver;14.4.0.8014;Citrix Systems, Inc.
CutePDF Writer 3.0;3.0;Acro Software Inc.
Dell Edoc Viewer;1.0.0;Dell Inc
Free PDF Compressor;;freepdfcompressor.com
Google Chrome;58.0.3029.110;Google Inc.
Instalable DNIe;11.4.0;Cuerpo Nacional de Policía
Intel(R) Management Engine Components;9.5.13.1706;Intel Corporation
Intel(R) Processor Graphics;9.18.10.3234;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;2.5.4.40;Intel Corporation
Java 8 Update 45;8.0.450;Oracle Corporation
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Llicència BEDEC 2014;;
Llicència BEDEC 2015;;
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.5.2;4.5.51209;Microsoft Corporation
Microsoft .NET Framework 4.5.2 (español);4.5.51209;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.56336;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030;11.0.61030.0;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
Realtek High Definition Audio Driver;6.0.1.5987;Realtek Semiconductor Corp.
Spotify;1.0.54.1079.g3809528e;Spotify AB
TCQ 2000;;
VLC media player;2.1.5;VideoLAN
Windows Driver Package - Dirección General de la Policía (UMPass) SmartCard  (01/22/2015 1.0.2.3);01/22/2015 1.0.2.3;Dirección General de la Policía
WinRAR 5.10 (64-bit);5.10.0;win.rar GmbH
