Name;Version;Vendor
Actualización de Windows XP (KB943729);;Microsoft Corporation
Adobe Flash Player 10 ActiveX;10.0.45.2;Adobe Systems Incorporated
Adobe Reader 9.4.5 - Español;9.4.5;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
AMS Machinery Manager Client;V5.20;Computational Systems, Inc.
Apple Application Support;1.3.2;Apple Inc.
Apple Mobile Device Support;3.2.0.47;Apple Inc.
Apple Software Update;2.1.3.127;Apple Inc.
Aspen Process Data;11.3.0.0;AspenTech
Aspen Process Explorer;11.3;AspenTech
Aspen SQLplus;11.3.0.0;AspenTech
aspenONE Diagnostics;1.2.0.64;AspenTech
Athlon 64 Processor Driver;1.3.2.0;
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Autodesk DWG Viewer;16.1.63.106;Autodesk
Bonjour;2.0.3.0;Apple Inc.
Broadcom 440x 10/100 Integrated Controller;10.04.01;Broadcom Corporation
Cisco WebEx Meetings;;Cisco WebEx LLC
Compressor WinRAR;;
DameWare Mini Remote Control;4.9.2.2;DameWare Development
Dell Resource CD;1.00.0000;Dell Inc.
Desinstalar software de Dell;;Dell, Inc.
FLIR Device Drivers;1.4.0.0;FLIR Systems
FLIR QuickReport 1.2 SP1;3.02.0126;FLIR Systems
Google Chrome;49.0.2623.112;Google Inc.
High Definition Audio Driver Package - KB835221;20040219.000000;Microsoft Corporation
Intel(R) Integrated Performance Primitives Run-Time Installer 5.1 for Windows* on IA-32 Intel(R) Architecture;5.1.1.3;Intel Corporation
iTunes;10.0.1.22;Apple Inc.
Java(TM) 6 Update 26;6.0.260;Oracle
K-Lite Codec Pack 2.81 Full;2.81;
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
ManageEngine AssetExplorer Agent;1.0.3;ZOHO Corp
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
McAfee Agent;5.0.1.516;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 1.1 Spanish Language Pack;1.1.4322;Microsoft
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Compression Client Pack 1.0 for Windows XP;1;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft User-Mode Driver Framework Feature Pack 1.0;1.0;Microsoft Corporation
Microsoft Visual C++ 2005 ATL Update kb973923 - x86 8.0.50727.4053;8.0.50727.4053;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.61001;Microsoft Corporation
Microsoft Visual C++ 2008 ATL Update kb973924 - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.21022;9.0.21022;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual Studio 2010 Tools for Office Runtime (x86);10.0.50903;Microsoft Corporation
MSXML 4.0 SP2 (KB927978);4.20.9841.0;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
MSXML 6.0 Parser;6.10.1129.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
Nero 6 Ultra Edition;;
NVIDIA Drivers;;
OMNITREND;2.51.001;PRUFTECHNIK
OMNITREND JavaVM;1.60.06;PRUFTECHNIK
OMNITREND Web-Single;2.80.064;PRUFTECHNIK
Oracle Data Provider for .NET Help;10.1.010;Oracle Corporation
