Name;Version;Vendor
Accord ActiveX Chemistry Control 4.0 Runtime;4.0;
Actualización de Windows XP (KB943729);;Microsoft Corporation
Adobe Flash Player 11 ActiveX;11.1.102.55;Adobe Systems Incorporated
Adobe Reader 9.1 - Español;9.1.0;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Broadcom Management Programs;11.66.01;Broadcom Corporation
Compressor WinRAR;;
CutePDF Writer 2.3;2.3;
Data Access Objects (DAO) 3.5;3.5;
DWG TrueView 2008;17.1.65.0;
DWG TrueView 2011;18.1.49.0;Autodesk
Google Chrome;0.0;Google Inc.
HP Business Inkjet 2230/2280;;
Intel(R) Graphics Media Accelerator Driver;;
Java(TM) 6 Update 30;6.0.300;Sun Microsystems, Inc.
K-Lite Codec Pack 2.81 Full;2.81;
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
LiveUpdate 2.0 (Symantec Corporation);2.0.39.0;Symantec Corporation
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 1.1 Spanish Language Pack;1.1.4322;Microsoft
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 2.0 Service Pack 2 Language Pack - ESN;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2 Language Pack - ESN;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Compression Client Pack 1.0 for Windows XP;1;Microsoft Corporation
Microsoft Dynamics NAV 5.0 SP1 CSIDE Client;5.0.26084.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Office Project Professional 2003;11.0.6707.0;Microsoft Corporation
Microsoft Office Visio Professional 2003;11.0.4301.6360;Microsoft Corporation
Microsoft User-Mode Driver Framework Feature Pack 1.0;1.0;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.56336;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
MSXML 6.0 Parser (KB927977);6.00.3890.0;Microsoft Corporation
Nautilus 8.1;8.1;
Navision Hierarchy;1.0.0;IRIS
Oracle Data Provider for .NET Help;10.1.010;Oracle Corporation
Paquete de idioma de Microsoft .NET Framework 3.5 SP1 - esn;3.5;Microsoft Corporation
Paquete de idioma para español de Microsoft .NET Framework 3.0;3.0;Microsoft Corporation
Paquete de proveedor base de servicios de cifrado para tarjetas inteligentes de Microsoft;;Microsoft Corporation
PowerDVD;8.0;Dell
Reproductor de Windows Media 11;;
Roxio Activation Module;1.0;Roxio
Roxio Creator Audio;3.5.0;Roxio
Roxio Creator BDAV Plugin;3.5.0;Roxio
Roxio Creator Copy;3.5.0;Roxio
Roxio Creator Data;3.5.0;Roxio
Roxio Creator DE;3.5.0;Roxio
Roxio Creator Tools;3.5.0;Roxio
Roxio Drag-to-Disc;9.1;Roxio
Roxio Express Labeler 3;3.2.1;Roxio
Roxio Update Manager;6.0.0;Roxio
Security Update for Windows Search 4 - KB963093;;Microsoft Corporation
Sonic CinePlayer Decoder Pack;4.2.0;Sonic Solutions
Sybase InfoMaker 10.2;10.2.1.9004;Sybase
TOC-Control V;;
User authentication tool;;
User authentication tool;2.32;Shimadzu
UVProbe;2.33;Shimadzu Corporation
Windows Genuine Advantage Validation Tool (KB892130);;Microsoft Corporation
Windows Internet Explorer 8;20090308.140743;Microsoft Corporation
Windows Management Framework Core;;Microsoft Corporation
Windows Media Format 11 runtime;;
