Name;Version;Vendor
Actualización de Windows XP (KB943729);;Microsoft Corporation
Adobe Flash Player 12 ActiveX;12.0.0.70;Adobe Systems Incorporated
Adobe Reader XI (11.0.06) - Español;11.0.06;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Compressor WinRAR;;
CutePDF Writer 3.0;3.0;CutePDF.com
Google Chrome;49.0.2623.112;Google Inc.
Intel(R) Graphics Media Accelerator Driver;;Intel Corporation
Java 8 Update 31;8.0.310;Oracle Corporation
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 1.1 Spanish Language Pack;1.1.4322;Microsoft
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 2.0 Service Pack 2 Language Pack - ESN;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2 Language Pack - ESN;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Compression Client Pack 1.0 for Windows XP;1;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft User-Mode Driver Framework Feature Pack 1.0;1.0;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
Paquete de idioma de Microsoft .NET Framework 3.5 SP1 - esn;3.5;Microsoft Corporation
Paquete de idioma de Microsoft .NET Framework 4 Client Profile ESN;4.0.30319;Microsoft Corporation
Paquete de idioma de Microsoft .NET Framework 4 Extended ESN;4.0.30319;Microsoft Corporation
Paquete de proveedor base de servicios de cifrado para tarjetas inteligentes de Microsoft;;Microsoft Corporation
REALTEK GbE & FE Ethernet PCI-E NIC Driver;1.30.0000;Realtek
Realtek High Definition Audio Driver;5.10.0.5678;Realtek Semiconductor Corp.
Reproductor de Windows Media 11;;
Windows Genuine Advantage Validation Tool (KB892130);;Microsoft Corporation
Windows Internet Explorer 8;20090308.140743;Microsoft Corporation
Windows Management Framework Core;;Microsoft Corporation
Windows Media Format 11 runtime;;
