Name;Version;Vendor
Actualización de Windows XP (KB943729);;Microsoft Corporation
Adobe Flash Player 13 ActiveX;13.0.0.206;Adobe Systems Incorporated
Adobe Reader XI (11.0.06) - Español;11.0.06;Adobe Systems Incorporated
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Compressor WinRAR;;
CutePDF Writer 3.0;3.0;CutePDF.com
Google Chrome;49.0.2623.112;Google Inc.
Google Earth;7.1.8.3036;Google
Intel(R) Graphics Media Accelerator Driver;6.14.10.4396;
Java 7 Update 55;7.0.550;Oracle
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 2.0 Service Pack 2 Language Pack - ESN;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2 Language Pack - ESN;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
Paquete de idioma de Microsoft .NET Framework 3.5 SP1 - esn;3.5;Microsoft Corporation
PhotoScape;;
Windows Internet Explorer 8;20090308.140743;Microsoft Corporation
