Name;Version;Vendor
Adobe Acrobat 9 Pro - Italiano, Español, Nederlands, Português;9.0.0;Adobe Systems
Adobe Acrobat Reader DC - Español;17.009.20044;Adobe Systems Incorporated
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
aTube Catcher;3.8.7971;DsNET Corp
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
CDBurnerXP;4.5.2.4478;CDBurnerXP
Compressor WinRAR;;
Crystal Reports Basic Runtime for Visual Studio 2008;10.5.0.0;Business Objects
CutePDF Writer 3.0;3.0;CutePDF.com
Dell Edoc Viewer;1.0.0;Dell Inc
Dropbox;26.4.24;Dropbox, Inc.
Google Chrome;58.0.3029.110;Google Inc.
Hardcopy;2012.12.11;www.hardcopy.de
Inmagic DB/TextWorks for SQL Setup Workstation 12.0;12.00;Inmagic, Inc.
Intel(R) Management Engine Components;9.5.13.1706;Intel Corporation
Intel(R) Processor Graphics;9.18.10.3234;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;2.5.0.19;Intel Corporation
Java 7 Update 17 (64-bit);7.0.170;Oracle
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Kofax Capture 10.0;10.0.1;Kofax, Inc.
Kofax Capture 10.0 - Workstation (Uninstall);10.0;
Kofax Transformation Modules 5.5;5.5.4504.50;Kofax, Inc.
Kofax VirtualReScan 4.50;4.50.032;Kofax, Inc.
Kofax VRS Component Panasonic KV-S2028C;4.50.032;Kofax, Inc.
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.5;4.5.50709;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.7015.1000;Microsoft Corporation
Microsoft Office SharePoint Designer 2007;12.0.6612.1000;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.7015.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.61001;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - KB2467174 - x86 9.0.30729.5570;9.0.30729.5570;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual Studio 2010 Tools for Office Runtime (x64);10.0.50903;Microsoft Corporation
Mozilla Firefox 32.0.3 (x86 en-US);32.0.3;Mozilla
Mozilla Maintenance Service;32.0.3;Mozilla
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
Módulo de cifrado AES (256 bits);1.1.0.73;Kaspersky Lab UK Ltd
Navision Hierarchy;1.0.0;IRIS
Paquete de idioma de Microsoft Visual Studio 2010 Tools para Office Runtime (x64) - ESN;10.0.50903;Microsoft Corporation
Picasa 3;3.9.140.248;Google, Inc.
Realtek High Definition Audio Driver;6.0.1.5987;Realtek Semiconductor Corp.
Safelayer formSign;;
SafeSign;3.0.40;A.E.T. Europe B.V.
Shared C Run-time for x64;10.0.0;McAfee
Spanish Module for Microsoft Dynamics NAV Classic Client;6.0.32012.0;Microsoft Corporation
VLC media player 2.1.3;2.1.3;VideoLAN
