Name;Version;Vendor
Actualización de Windows XP (KB943729);;Microsoft Corporation
Adobe Flash Player 23 ActiveX;23.0.0.205;Adobe Systems Incorporated
Adobe Reader XI (11.0.06) - Español;11.0.06;Adobe Systems Incorporated
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Broadcom Gigabit NetLink Controller;11.21.01;Broadcom Corporation
Brother MFL-Pro Suite DCP-J4110DW;2.0.0.0;Brother Industries, Ltd.
Browser Manager;;
Compressor WinRAR;;
DWG TrueView 2011;18.1.49.0;Autodesk
EasyWMS WMS Management Console;2.0.4304.3;Mecalux, S.A.
File Association Helper;1.2.225.65451;WinZip Computing International, LLC
Google Chrome;49.0.2623.112;Google Inc.
Hardcopy (c:\hardcopy);2011.04.09;www.hardcopy.de
HP Officejet Pro X576dw MFP Software básico del dispositivo;32.2.188.47710;Hewlett-Packard Co.
Intel(R) Graphics Media Accelerator Driver;;Intel Corporation
IrfanView (remove only);4.27;Irfan Skiljan
Java 7 Update 21;7.0.210;Oracle
Java 8 Update 25;8.0.250;Oracle Corporation
Java(TM) 6 Update 25;6.0.250;Oracle
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Malwarebytes versión 3.0.5.1299;3.0.5.1299;Malwarebytes
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 2.0 Service Pack 2 Language Pack - ESN;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2 Language Pack - ESN;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Compression Client Pack 1.0 for Windows XP;1;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft User-Mode Driver Framework Feature Pack 1.0;1.0;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.61001;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.21022;9.0.21022;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
P-touch Editor 3.2;3.2;
Paquete de idioma de Microsoft .NET Framework 3.5 SP1 - esn;3.5;Microsoft Corporation
PrimoPDF -- brought to you by Nitro PDF Software;5;Nitro PDF Software
Renta 2012 1.21;1.21;AEAT
Reproductor de Windows Media 11;;
SoundMAX;5.10.01.5850;Analog Devices
Spanish Module for Microsoft Dynamics NAV Classic Client;6.0.32012.0;Microsoft Corporation
VLC media player 2.0.4;2.0.4;VideoLAN
Windows Genuine Advantage Validation Tool (KB892130);;Microsoft Corporation
Windows Internet Explorer 8;20090308.140743;Microsoft Corporation
Windows Media Format 11 runtime;;
