Name;Version;Vendor
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe Reader XI  MUI;11.0.00;Adobe Systems Incorporated
Adobe Reader XI (11.0.14) - Español;11.0.14;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Aplicación de escritorio de Autodesk;6.2.0.174;Autodesk
Aspen Calc;12.8.0.0;AspenTech
Aspen Desktop Apps(64bit);12.8.0.0;AspenTech
Aspen IP.21 Browser Graphic Studio;12.8.0.0;AspenTech
Aspen Process Data;12.8.0.0;AspenTech
Aspen Process Explorer;12.8.0.0;AspenTech
Aspen Production Execution Manager;12.8.0.0;AspenTech
Aspen Production Record Manager;12.8.0.0;AspenTech
Aspen SQLplus;12.8.0.0;AspenTech
Autodesk Advanced Material Library Image Library 2016;6.3.0.15;Autodesk
Autodesk AutoCAD LT 2016 - Español (Spanish);20.1.49.0;Autodesk
Autodesk Content Service;3.2.0.0;Autodesk
Autodesk DWG TrueView 2015 - English;20.0.210.0;Autodesk
Autodesk Material Library 2016;6.3.0.15;Autodesk
Autodesk Material Library Base Resolution Image Library 2016;6.3.0.15;Autodesk
Brother MFL-Pro Suite DCP-770CW;1.0.2.0;Brother Industries, Ltd.
CutePDF Writer 3.0;3.0;Acro Software Inc.
Dell Edoc Viewer;1.0.0;Dell Inc
Dropbox;26.4.24;Dropbox, Inc.
FLIR Device Drivers;1.4.0.0;FLIR Systems
FLIR QuickReport 1.2 SP1;3.02.0125;FLIR Systems
Google Chrome;58.0.3029.110;Google Inc.
Hardcopy;2016.11.07;www.hardcopy.de
HTMLDOC;1.8.2700;Easy Software Products
Intel(R) Integrated Performance Primitives Run-Time Installer 5.1 for Windows* on IA-32 Intel(R) Architecture;5.1.1.3;Intel Corporation
Intel(R) Management Engine Components;9.5.13.1706;Intel Corporation
Intel(R) Processor Graphics;9.18.10.3234;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;2.5.4.40;Intel Corporation
Java 8 Update 101;8.0.1010.13;Oracle Corporation
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.5.2;4.5.51209;Microsoft Corporation
Microsoft .NET Framework 4.5.2 (español);4.5.51209;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.6029.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.56336;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.60610;11.0.60610.1;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.21005;12.0.21005.1;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005;12.0.21005.1;Microsoft Corporation
Microsoft Visual Studio 2010 Tools for Office Runtime (x64);10.0.40303;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
OMNITREND;2.91.001;PRUFTECHNIK
OMNITREND JavaVM;1.70.45;PRUFTECHNIK
OMNITREND Web-Single;2.91.012;PRUFTECHNIK
OPC Core Components Redistributable (x86) 105.1;3.00.10501;OPC Foundation
Paquete de idioma de Microsoft Visual Studio 2010 Tools para Office Runtime (x64) - ESN;10.0.40303;Microsoft Corporation
PlayMemories Home;5.4.00.04040;Sony Corporation
PRUFTECHNIK ALIGNMENT CENTER 2.3.2;2.3.2.102;PRÜFTECHNIK Alignment Systems
Realtek High Definition Audio Driver;6.0.1.5987;Realtek Semiconductor Corp.
Visual Studio Tools for the Office system 3.0 Runtime;3.0;Microsoft Corporation
VLC media player;2.2.4;VideoLAN
WinRAR 5.10 (64-bit);5.10.0;win.rar GmbH
