Name;Version;Vendor
Actualizacion_Enernova_2042_STD;2.042;Ingenova Tecnología
Actualización de Windows XP (KB943729);;Microsoft Corporation
Adobe Flash Player 15 ActiveX;15.0.0.246;Adobe Systems Incorporated
Adobe Flash Player 15 Plugin;15.0.0.246;Adobe Systems Incorporated
Adobe Reader XI (11.0.08) - Español;11.0.08;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
AMD Processor Driver;1.3.2.0053;AMD
Aspen Process Data;11.3.0.0;AspenTech
Aspen Process Explorer;11.3;AspenTech
Aspen SQLplus;11.3.0.0;AspenTech
ATI - Utilidad de desinstalación de software;6.14.10.1014;
ATI Catalyst Control Center;1.2.2706.34144;
ATI Display Driver;8.261.4-060722a-035058C-HP;
ATI Problem Report Wizard;8.10;ATI Technologies
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Broadcom Management Programs;9.03.02;Broadcom Corporation
Broadcom NetXtreme Ethernet Controller;9.02.07;Broadcom Corporation
Compressor WinRAR;;
CutePDF Writer 2.3;2.3;
DameWare Mini Remote Control;4.9.2.2;DameWare Development
Dual-Core Optimizer;1.1.2.0151;AMD
Enernova;1.0527;Ingenova Tecnología
FLIR Device Drivers;1.4.0.0;FLIR Systems
FLIR QuickReport 1.2 SP1;3.02.0125;FLIR Systems
Google Chrome;49.0.2623.110;Google Inc.
Google Earth;7.1.5.1557;Google
Hardcopy;;
High Definition Audio - KB888111;20040219.000000;Microsoft Corporation
Intel(R) Integrated Performance Primitives Run-Time Installer 5.1 for Windows* on IA-32 Intel(R) Architecture;5.1.1.3;Intel Corporation
Java(TM) 6 Update 45;6.0.450;Oracle
K-Lite Codec Pack 2.81 Full;2.81;
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Ls600W 18;;
Malwarebytes Anti-Malware versión 2.0.4.1028;2.0.4.1028;Malwarebytes Corporation
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 1.1 Spanish Language Pack;1.1.4322;Microsoft
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 2.0 Service Pack 2 Language Pack - ESN;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2 Language Pack - ESN;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Compression Client Pack 1.0 for Windows XP;1;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.7015.1000;Microsoft Corporation
Microsoft User-Mode Driver Framework Feature Pack 1.0;1.0;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.21022;9.0.21022;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual Studio 2010 Tools for Office Runtime (x86);10.0.50903;Microsoft Corporation
MSXML 4.0 SP2 (KB936181);4.20.9848.0;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
OMNITREND;2.72.004;PRUFTECHNIK
OMNITREND JavaVM;1.60.20;PRUFTECHNIK
OMNITREND Web-Single;2.91.012;PRUFTECHNIK
Paquete de idioma de Microsoft .NET Framework 3.5 SP1 - esn;3.5;Microsoft Corporation
Paquete de idioma de Microsoft .NET Framework 4 Client Profile ESN;4.0.30319;Microsoft Corporation
Paquete de idioma de Microsoft .NET Framework 4 Extended ESN;4.0.30319;Microsoft Corporation
Paquete de idioma de Microsoft Visual Studio 2010 Tools para Office Runtime (x86) - ESN;10.0.50903;Microsoft Corporation
Paquete de idioma para español de Microsoft .NET Framework 3.0;3.0;Microsoft Corporation
Paquete de proveedor base de servicios de cifrado para tarjetas inteligentes de Microsoft;;Microsoft Corporation
PRUFTECHNIK ALIGNMENT CENTER 2.0;2.0.0.48;PRÜFTECHNIK Alignment Systems
Qtrax Player;1.00.0001;Qtrax
Realtek High Definition Audio Driver;5.10.0.5307;Realtek Semiconductor Corp.
Reproductor de Windows Media 11;;
RICOH_Media_Driver_v2.14.18.01;2.14.18.01;RICOH
Safelayer formSign;;
SafeSign;3.0.40;A.E.T. Europe B.V.
Spanish Module for Microsoft Dynamics NAV Classic Client;6.0.32012.0;Microsoft Corporation
VLC media player 0.9.9;0.9.9;VideoLAN Team
Windows Genuine Advantage Validation Tool (KB892130);;Microsoft Corporation
Windows Internet Explorer 8;20090308.140743;Microsoft Corporation
Windows Management Framework Core;;Microsoft Corporation
Windows Media Format 11 runtime;;
Windows XP Service Pack 3;20080414.031514;Microsoft Corporation
WinZip;8.1  (4331);WinZip Computing, Inc.
