Name;Version;Vendor
Adobe Acrobat Reader DC - Español;17.009.20044;Adobe Systems Incorporated
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Apple Application Support (32 bits);5.3.1;Apple Inc.
Apple Application Support (64 bits);5.3.1;Apple Inc.
Apple Mobile Device Support;10.0.1.3;Apple Inc.
Apple Software Update;2.2.0.150;Apple Inc.
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Bonjour;3.1.0.1;Apple Inc.
Centro de dispositivos de Windows Mobile;6.1.6965.0;Microsoft Corporation
Citrix Online Launcher;1.0.223;Citrix
Compressor WinRAR;;
CutePDF Writer 3.0;3.0;CutePDF.com
Factel5;;
Google Chrome;58.0.3029.110;Google Inc.
Intel(R) Processor Graphics;9.17.10.2932;Intel Corporation
iTunes;12.5.5.5;Apple Inc.
Java 7 Update 17 (64-bit);7.0.170;Oracle
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Módulo de cifrado AES (256 bits);1.1.0.73;Kaspersky Lab UK Ltd
Navision Hierarchy;1.0.0;IRIS
Nokia Connectivity Cable Driver;7.1.172.0;Nokia
Paquete de controladores de Windows - Nokia pccsmcfd LegacyDriver  (05/31/2012 7.1.2.0);05/31/2012 7.1.2.0;Nokia
PC Connectivity Solution;12.0.109.0;Nokia
Safelayer formSign;;
SafeSign;3.0.40;A.E.T. Europe B.V.
Spotify;1.0.54.1079.g3809528e;Spotify AB
