Name;Version;Vendor
Adobe Acrobat Reader DC - Español;17.009.20044;Adobe Systems Incorporated
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Apple Software Update;2.1.3.127;Apple Inc.
Aspen Cim-IO Interfaces;7.0.0.0;AspenTech
Aspen InfoPlus.21;7.0.0.0;AspenTech
Aspen Process Data;7.0.0.0;AspenTech
Aspen Process Explorer;7.0.0.0;AspenTech
Aspen SLM Client Tools;2004;AspenTech
Aspen SQLplus;7.0.0.0;AspenTech
Autodesk DWG TrueView 2015 - English;20.0.210.0;Autodesk
Banc BEDEC 2014;;
Banc BEDEC 2015;;
Cisco WebEx Meetings;;Cisco WebEx LLC
CLIQ Connect 1.3;1.3;ASSA ABLOY
CLIQ Remote PD Network Provider;1.0.4;ASSA ABLOY
Compatibilidad con Aplicaciones de Apple;2.3.6;Apple Inc.
CutePDF Writer 3.0;3.0;Acro Software Inc.
Datastead RTSP/RTMP/HTTP DirectShow Source Filter version 4.6.10.160718;4.6.10.160718;Datastead Software
Dell Display Manager;;EnTech Taiwan
Dell Edoc Viewer;1.0.0;Dell Inc
ffdshow v1.3.4525 [2013-11-17];1.3.4525.0;
Google Chrome;58.0.3029.110;Google Inc.
Gpg4win (2.2.5);2.2.5;The Gpg4win Project
Hardcopy;2015.07.29;www.hardcopy.de
Hofmann 9.9;9.9;Hofmann
Instalable DNIe;11.4.0;Cuerpo Nacional de Policía
Intel(R) Management Engine Components;9.5.13.1706;Intel Corporation
Intel(R) Processor Graphics;9.18.10.3234;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;2.5.4.40;Intel Corporation
iVMS-4200(v2.5.1.7);2.5.1.7;hikvision
Java 8 Update 101;8.0.1010.13;Oracle Corporation
Juniper Networks, Inc. Setup Client;7.4.13.52059;Juniper Networks, Inc.
Juniper Networks, Inc. Setup Client 64-bit Activex Control;2.1.1.1;Juniper Networks, Inc.
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
LAV Filters 0.68.1;0.68.1;Hendrik Leppkes
Llicència BEDEC 2014;;
Llicència BEDEC 2015;;
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.6.1;4.6.01055;Microsoft Corporation
Microsoft .NET Framework 4.6.1 (español);4.6.01055;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.7015.1000;Microsoft Corporation
Microsoft Office Remote;1.1.3.0;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.7015.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.61001;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501;12.0.30501.0;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501;12.0.30501.0;Microsoft Corporation
Microsoft Visual Studio 2010 Tools for Office Runtime (x64);10.0.60825;Microsoft Corporation
Mozilla Firefox 44.0.2 (x86 ca);44.0.2;Mozilla
Mozilla Maintenance Service;44.0.2;Mozilla
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
MSXML 4.0 SP2 Parser and SDK;4.20.9818.0;Microsoft Corporation
Módulo de cifrado AES (256 bits);1.1.0.73;Kaspersky Lab UK Ltd
Navision Hierarchy;1.0.0;IRIS
Paquete de idioma de Microsoft Visual Studio 2010 Tools para Office Runtime (x64) - ESN;10.0.60825;Microsoft Corporation
PDF Architect 4;4.0.26.25466;pdfforge GmbH
PDFCreator;2.2.2;pdfforge
Puran Utilities 3.1;3.1;Puran Software
Python 2.7 setuptools-0.6c11;2.7;
Python 2.7.3;2.7.3150;Python Software Foundation
QuickTime 7;7.79.80.95;Apple Inc.
RASplus;1.4.4;IDIS
Realtek High Definition Audio Driver;6.0.1.5987;Realtek Semiconductor Corp.
Recuva;1.53;Piriform
SafeMotion;1.0.0;Safeware
SimpleCV;1.3.0;Sight Machine
SmartPSS 1.11.1;1.11.1;
TCQ 2000;;
TeamViewer 12;12.0.72365;TeamViewer
Virtual Com port driver V1.4.0;1.4.0;STMicroelectronics
VLC media player;2.1.5;VideoLAN
Web Components;;
Windows Driver Package - Dirección General de la Policía (UMPass) SmartCard  (01/22/2015 1.0.2.3);01/22/2015 1.0.2.3;Dirección General de la Policía
WinRAR 5.10 (64-bit);5.10.0;win.rar GmbH
