Name;Version;Vendor
Adobe Flash Player 16 ActiveX;16.0.0.235;Adobe Systems Incorporated
Adobe Reader XI  MUI;11.0.00;Adobe Systems Incorporated
Adobe Reader XI (11.0.10) - Español;11.0.10;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
AMD Catalyst Install Manager;8.0.911.0;Advanced Micro Devices, Inc.
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
CutePDF Writer 3.0;3.0;Acro Software Inc.
Dell Edoc Viewer;1.0.0;Dell Inc
Google Chrome;58.0.3029.110;Google Inc.
Ignition;7.7.4;Inductive Automation
Intel(R) Management Engine Components;9.5.13.1706;Intel Corporation
Intel(R) Processor Graphics;9.17.10.3517;Intel Corporation
Intel(R) SDK for OpenCL - CPU Only Runtime Package;2.0.0.37149;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;2.5.4.40;Intel Corporation
Java 8 Update 121 (64-bit);8.0.1210.13;Oracle Corporation
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.6.1;4.6.01055;Microsoft Corporation
Microsoft .NET Framework 4.6.1 (español);4.6.01055;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Mozilla Firefox 53.0.2 (x86 es-ES);53.0.2;Mozilla
MySQL Installer - Community;1.4.5.0;Oracle Corporation
MySQL Server 5.6;5.6.24;Oracle Corporation
Navision Hierarchy;1.0.0;IRIS
Realtek High Definition Audio Driver;6.0.1.5987;Realtek Semiconductor Corp.
Search App by Ask;12.46.3.4268;APN, LLC
VLC media player;2.1.5;VideoLAN
WinRAR 5.10 (64-bit);5.10.0;win.rar GmbH
