Name;Version;Vendor
Actualizacion_Enernova_2042_STD;2.042;Ingenova Tecnología
Actualizacion_Enernova_2047_STD;2.047;Ingenova Tecnología
Actualizacion_Enernova_2048_STD;2.048;Ingenova Tecnología
Actualizacion_Enernova_302;3.02;Ingenova Tecnología
Adobe Acrobat Reader DC - Español;17.009.20044;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Akamai NetSession Interface;;Akamai Technologies, Inc
AODocs - Universal File Opener Client;0.10.1;Altirnao
Aspen Calc;12.8.0.0;AspenTech
Aspen Desktop Apps(64bit);12.8.0.0;AspenTech
Aspen IP.21 Browser Graphic Studio;12.8.0.0;AspenTech
Aspen Process Data;12.8.0.0;AspenTech
Aspen Process Explorer;12.8.0.0;AspenTech
Aspen Production Execution Manager;12.8.0.0;AspenTech
Aspen Production Record Manager;12.8.0.0;AspenTech
Aspen SQLplus;12.8.0.0;AspenTech
Autodesk 360;5.2.3.1000;Autodesk
Autodesk Application Manager;5.0.142.14;Autodesk
Autodesk AutoCAD LT 2015 - Español (Spanish);20.0.51.0;Autodesk
Autodesk Content Service;3.2.0.0;Autodesk
Autodesk Download Manager;4.0.14.0;Autodesk, Inc.
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Autodesk Material Library 2015;5.2.9.100;Autodesk
Autodesk Material Library Base Resolution Image Library 2015;5.2.9.100;Autodesk
Banc BEDEC 2016;;
Banc BEDEC 2017;;
Circutor PowerVision Plus;1.5;Circutor
CutePDF Writer 3.0;3.0;Acro Software Inc.
DisplayLink Core Software;7.9.447.0;DisplayLink Corp.
Dropbox 20 GB;0.9.0;Dropbox, Inc.
Enernova;1.0527;Ingenova Tecnología
Epanet 2.0 vE;2.0;
EPSON XP-600 Series Printer Uninstall;;SEIKO EPSON Corporation
Google Chrome;58.0.3029.110;Google Inc.
Google Earth;7.1.8.3036;Google
Hofmann 9.7;9.7;Hofmann
HTMLDOC;1.8.2700;Easy Software Products
Instalable DNIe;12.0.1;Cuerpo Nacional de Policía
Intel(R) Control Center;1.2.1.1008;Intel Corporation
Intel(R) Management Engine Components;9.5.22.1760;Intel Corporation
Intel(R) Processor Graphics;10.18.10.3574;Intel Corporation
Intel(R) Rapid Storage Technology;12.9.0.1001;Intel Corporation
Intel(R) Virtual Buttons;1.0.0.14;Intel Corporation
Intel(R) Wireless Bluetooth(R) 4.0;17.0.1419.02;Intel Corporation
Java 8 Update 31;8.0.310;Oracle Corporation
Java 8 Update 91;8.0.910.15;Oracle Corporation
Java(TM) 7 Update 2;7.0.20;Oracle
Juniper Networks Network Connect 7.4.0;7.4.0.33857;Juniper Networks
Juniper Networks, Inc. Setup Client;7.4.13.52059;Juniper Networks, Inc.
Juniper Networks, Inc. Setup Client 64-bit Activex Control;2.1.1.1;Juniper Networks, Inc.
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Kensington Display Adapter;7.5.54056.0;Kensington Computer Products Group
Llicència BEDEC 2015;;
Llicència BEDEC 2017;;
MAGIX Photo & Graphic Designer 11;11.2.2.40467;MAGIX Software GmbH
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.7015.1000;Microsoft Corporation
Microsoft Office Remote;1.1.3.0;Microsoft Corporation
Microsoft Project Standard 2013 - es-es;15.0.4927.1002;Microsoft Corporation
Microsoft Silverlight;5.1.50906.0;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.7015.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.61001;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.60610;11.0.60610.1;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.21005;12.0.21005.1;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005;12.0.21005.1;Microsoft Corporation
Microsoft Visual Studio 2010 Tools for Office Runtime (x64);10.0.50903;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP3 Parser;4.30.2100.0;Microsoft Corporation
My Dell;3.5.6426.22;PC-Doctor, Inc.
MyFreeCodec;;
Navision Hierarchy;1.0.0;IRIS
OPC Core Components Redistributable (x86) 105.1;3.00.10501;OPC Foundation
Paquete de idioma de Microsoft Visual Studio 2010 Tools para Office Runtime (x64) - ESN;10.0.50903;Microsoft Corporation
Quickset64;11.1.24;Dell Inc.
Realtek High Definition Audio Driver;6.0.1.7312;Realtek Semiconductor Corp.
Samsung Kies;2.6.3.15075.2;Samsung Electronics Co., Ltd.
Samsung USB Driver for Mobile Phones;1.5.55.0;Samsung Electronics Co., Ltd.
Software Intel® PROSet/Wireless;18.32.0;Intel Corporation
ST Microelectronics 3 Axis Digital Accelerometer Solution;4.13.0054;ST Microelectronics
SyncBack;;2BrightSparks
TCQ 2000;;
TightVNC;2.7.10.0;GlavSoft LLC.
Visor de Microsoft PowerPoint;14.0.7015.1000;Microsoft Corporation
Visual Studio Tools for the Office system 3.0 Runtime;3.0;Microsoft Corporation
VLC media player;2.2.1;VideoLAN
Windows Driver Package - Dirección General de la Policía (UMPass) SmartCard  (10/04/2015 1.0.2.4);10/04/2015 1.0.2.4;Dirección General de la Policía
WinRAR 5.21 (64-bit);5.21.0;win.rar GmbH
