Name;Version;Vendor
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe Reader XI  MUI;11.0.00;Adobe Systems Incorporated
Adobe Reader XI (11.0.10) - Español;11.0.10;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Aspen Cim-IO Interfaces;7.0.0.0;AspenTech
Aspen InfoPlus.21;7.0.0.0;AspenTech
Aspen Process Data;7.0.0.0;AspenTech
Aspen Process Explorer;7.0.0.0;AspenTech
Aspen SLM Client Tools;2004;AspenTech
Aspen SQLplus;7.0.0.0;AspenTech
Autodesk DWG TrueView 2015 - English;20.0.210.0;Autodesk
Banc BEDEC 2014;;
Banc BEDEC 2015;;
Brother b-PAC3 SDK (64bit);3.1.003;Brother Industries, Ltd.
Brother P-touch Editor 5.1;5.1.0400;Brother Industries, Ltd.
CutePDF Writer 3.0;3.0;Acro Software Inc.
Dell Edoc Viewer;1.0.0;Dell Inc
GANES 3.0.1;3.0.1;Correos
Google Chrome;58.0.3029.110;Google Inc.
IDREngine;1.9;Panasonic System Networks Co., Ltd.
Image Capture Plus;3.0;Panasonic System Networks Co., Ltd.
Image Capture Software;3.7;Panasonic System Networks Co., Ltd.
Instalable DNIe;11.4.0;Cuerpo Nacional de Policía
Intel(R) Management Engine Components;9.5.13.1706;Intel Corporation
Intel(R) Processor Graphics;9.18.10.3234;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;2.5.4.40;Intel Corporation
Java 8 Update 45;8.0.450;Oracle Corporation
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Kofax Express;3.10.0216;Kofax, Inc.
KV-S2087 ISIS Driver;1.0.11507.25001;Panasonic System Networks Co., Ltd.
Llicència BEDEC 2014;;
Llicència BEDEC 2015;;
Malwarebytes versión 3.0.5.1299;3.0.5.1299;Malwarebytes
McAfee Agent;5.0.2.132;McAfee, Inc.
MCD;6.0;Panasonic System Networks Co., Ltd.
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.5.2;4.5.51209;Microsoft Corporation
Microsoft .NET Framework 4.5.2 (español);4.5.51209;Microsoft Corporation
Microsoft Access database engine 2010 (English);14.0.4763.1000;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual Basic Power Packs 3.0;9.0.30214;Microsoft
Microsoft Visual C++ 2005 Redistributable;8.0.56336;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.59193;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft WSE 3.0 Runtime;3.0.5305.0;Microsoft Corp.
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
Panasonic Document Scanner Device Driver 12.0;12.0;Panasonic System Networks Co., Ltd.
Panasonic Document Scanner TWAIN Driver;16.1;Panasonic System Networks Co., Ltd.
Panasonic Escáner Utilidad de usuario;7.0;Panasonic System Networks Co., Ltd.
Realtek High Definition Audio Driver;6.0.1.5987;Realtek Semiconductor Corp.
Scan Button Setting Tool;3.0;Panasonic System Networks Co., Ltd.
TBSGESTLABEL;3.0.0.5;Technology for Business Solutions
TCQ 2000;;
VLC media player;2.1.5;VideoLAN
Windows Driver Package - Dirección General de la Policía (UMPass) SmartCard  (01/22/2015 1.0.2.3);01/22/2015 1.0.2.3;Dirección General de la Policía
WinRAR 5.10 (64-bit);5.10.0;win.rar GmbH
