Name;Version;Vendor
Actualización de Windows XP (KB943729);;Microsoft Corporation
Adobe Flash Player 23 ActiveX;23.0.0.205;Adobe Systems Incorporated
Adobe Reader X (10.1.4) - Español;10.1.4;Adobe Systems Incorporated
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
AMS Machinery Manager Client;V5.20;Computational Systems, Inc.
Aspen Process Data;11.3.0.0;AspenTech
Aspen Process Explorer;11.3;AspenTech
Aspen SQLplus;11.3.0.0;AspenTech
aspenONE Diagnostics;1.2.0.64;AspenTech
Assets Manager;5.0.0.15586;Aztec Media Inc
ATI - Utilidad de desinstalación de software;6.14.10.1018;
ATI Catalyst Control Center;1.2.2735.37383;
ATI Display Driver;8.42-070914a-053349C-Dell;
Compressor WinRAR;;
DWG TrueView 2011;18.1.49.0;Autodesk
Google Chrome;49.0.2623.112;Google Inc.
Google Earth;7.1.8.3036;Google
Hardcopy (c:\hardcopy);2011.04.09;www.hardcopy.de
HART Communication FDT 1.2 DTM (V1.0.39);1.0.39.0;CodeWrights
ICS Generic HART Release 4 FDT 1.2 DTM;4.0.3;ICS GmbH, Ettlingen
Intel(R) PRO Network Connections Drivers;;
IrfanView (remove only);4.27;Irfan Skiljan
Java 8 Update 65;8.0.650.17;Oracle Corporation
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
MagCheck 2.3.0;2.3.0;
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 2.0 Service Pack 2 Language Pack - ESN;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2 Language Pack - ESN;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
