Name;Version;Vendor
Abismo;;
Accord ActiveX Chemistry Control 4.0 Runtime;4.0;
Actualización de Windows XP (KB943729);;Microsoft Corporation
Adobe Flash Player 25 ActiveX;25.0.0.148;Adobe Systems Incorporated
Adobe Reader XI (11.0.08);11.0.08;Adobe Systems Incorporated
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Amazon Assistant;2.3.4;Amazon
Apple Application Support (32 bits);3.1.3;Apple Inc.
Apple Mobile Device Support;9.0.0.26;Apple Inc.
Apple Software Update;2.1.4.131;Apple Inc.
Aspen Cim-IO Interfaces;7.0.0.0;AspenTech
Aspen InfoPlus.21;7.0.0.0;AspenTech
Aspen Process Data;7.0.0.0;AspenTech
Aspen Process Explorer;7.0.0.0;AspenTech
Aspen SLM Client Tools;2004;AspenTech
Aspen SQLplus;7.0.0.0;AspenTech
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Bonjour;3.0.0.10;Apple Inc.
Broadcom Gigabit NetLink Controller;11.21.01;Broadcom Corporation
Citrix Online Launcher;1.0.223;Citrix
Compressor WinRAR;;
DWG TrueView 2011;18.1.49.0;Autodesk
Final Media Player 2012;;Bitberry Software
Google Chrome;49.0.2623.112;Google Inc.
Google Earth;7.1.8.3036;Google
Google Talk Plugin;5.41.3.0;Google
Google Toolbar for Internet Explorer;7.5.7210.1528;Google Inc.
GoToMeeting 7.16.0.4800;7.16.0.4800;CitrixOnline
Hardcopy (c:\hardcopy);2011.04.09;www.hardcopy.de
ImgBurn;2.5.7.0;LIGHTNING UK!
Intel(R) Graphics Media Accelerator Driver;;Intel Corporation
IrfanView (remove only);4.27;Irfan Skiljan
iTunes;12.1.3.6;Apple Inc.
Java 8 Update 111;8.0.1110.14;Oracle Corporation
Juniper Networks Network Connect 7.1.0;7.1.0.19525;Juniper Networks
Juniper Networks, Inc. Setup Client;7.1.4.13103;Juniper Networks, Inc.
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
McAfee Agent;5.0.2.132;McAfee, Inc.
McAfee Security Scan Plus;3.11.376.2;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.6029.1000;Microsoft Corporation
Microsoft Silverlight;5.1.30514.0;Microsoft Corporation
Microsoft SQL Server 2005;;Microsoft Corporation
Microsoft SQL Server Native Client;9.00.5000.00;Microsoft Corporation
Microsoft SQL Server Setup Support Files (English);9.00.5000.00;Microsoft Corporation
Microsoft SQL Server VSS Writer;9.00.5000.00;Microsoft Corporation
Microsoft User-Mode Driver Framework Feature Pack 1.0;1.0;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.6029.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.56336;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft WinUsb 2.0;2.0;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
MSXML 6.0 Parser;6.00.3883.8;Microsoft Corporation
Nautilus 8.1;8.1;
Navision Hierarchy;1.0.0;IRIS
Nokia Connectivity Cable Driver;7.1.32.69;
Oracle Data Provider for .NET Help;10.2.020;Oracle Corporation
PrimoPDF -- brought to you by Nitro PDF Software;5;Nitro PDF Software
QuickTime 7;7.76.80.95;Apple Inc.
Sony Ericsson Update Engine;2.13.6.201305161305;Sony Ericsson Communications AB
SoundMAX;5.10.01.5850;Analog Devices
TeamViewer 11;11.0.76421;TeamViewer
TIB-Rendezvous Software;;
VLC media player;2.2.1;VideoLAN
Windows Genuine Advantage Validation Tool (KB892130);;Microsoft Corporation
Windows Internet Explorer 8;20090308.140743;Microsoft Corporation
Windows Media Format 11 runtime;;
