Name;Version;Vendor
Adobe Acrobat 9 Pro - Italiano, Español, Nederlands, Português;9.0.0;Adobe Systems
Adobe Acrobat Reader DC - Español;17.009.20044;Adobe Systems Incorporated
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
AMD Install Manager;9.0.000.6;Advanced Micro Devices, Inc.
Aspen Calc;12.8.0.0;AspenTech
Aspen Desktop Apps(64bit);12.8.0.0;AspenTech
Aspen IP.21 Browser Graphic Studio;12.8.0.0;AspenTech
Aspen Process Data;12.8.0.0;AspenTech
Aspen Process Explorer;12.8.0.0;AspenTech
Aspen Production Execution Manager;12.8.0.0;AspenTech
Aspen Production Record Manager;12.8.0.0;AspenTech
Aspen SQLplus;12.8.0.0;AspenTech
Ayuda y asistencia técnica de Dell;2.3.22.0;Dell Inc.
ClearKeeper;1.0.0;Rockwell Automation
Click and DECiDE BAI - Web Server Edition;10.02.4198;Click & Decide
CodeMeter Runtime Kit v6.30d;6.30.2280.504;WIBU-SYSTEMS AG
ControlFLASH;14.01.00;Rockwell Automation, Inc.
CyberLink Media Suite Essentials;12;CyberLink Corp.
Dell SupportAssist;1.3.6855.61;Dell
Dell SupportAssist Remediation;2.0.2.1835;Dell Inc.
Dell SupportAssistAgent;1.3.2.3;Dell
Dell Update;1.9.7.0;Dell Inc.
Dell Update - SupportAssist Update Plugin;2.0.2.1840;Dell Inc.
DeviceNet Node Commissioning Tool;1.0.0;Rockwell Software
FactoryTalk Activation Manager 4.00.02;4.00.02;Rockwell Automation, Inc.
FactoryTalk Alarms and Events 2.90.00 (CPR 9 SR 9);2.90.00;Rockwell Automation, Inc.
FactoryTalk AssetCentre Calibration Management Client;6.00.00;Rockwell Automation, Inc.
FactoryTalk AssetCentre Client;6.00.00;Rockwell Automation, Inc.
FactoryTalk AssetCentre Common Components;6.00.00;Rockwell Automation, Inc.
FactoryTalk AssetCentre Process Device Configuration Client;6.00.00;Rockwell Automation, Inc.
FactoryTalk Diagnostics 2.90.00 (CPR 9 SR 9);2.90.00;Rockwell Automation, Inc.
FactoryTalk Services Platform 2.90.00 (CPR 9 SR 9);2.90.00;Rockwell Automation, Inc.
FactoryTalk View Studio for Machine Edition 9.00.00;9.00.00;
FactoryTalk ViewPoint ME 9.00.00 (CPR 9 SR 9);9.00.00;Rockwell Automation, Inc
FactoryTalk® View Studio for Machine Edition 9.00.00 (CPR 9 SR 9);9.00.00;Rockwell Automation, Inc.
Google Chrome;58.0.3029.110;Google Inc.
HTMLDOC;1.8.2700;Easy Software Products
Intel(R) Dynamic Platform and Thermal Framework;8.2.11000.2996;Intel Corporation
Intel(R) Management Engine Components;11.6.0.1030;Intel Corporation
Intel(R) Processor Graphics;21.20.16.4574;Intel Corporation
Intel(R) Rapid Storage Technology;15.2.0.1020;Intel Corporation
Intel(R) Wireless Bluetooth(R);19.01.1627.3533;Intel Corporation
Juniper Networks Network Connect 7.4.0;7.4.0.33857;Juniper Networks
Juniper Networks, Inc. Setup Client;7.4.13.52059;Juniper Networks, Inc.
Juniper Networks, Inc. Setup Client 64-bit Activex Control;2.1.1.1;Juniper Networks, Inc.
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Logix Designer Compare Tool;6.00.00;Rockwell Automation, Inc.
Logix5000 Clock Update Tool;2.5.3;Rockwell Software
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.5 Multi-Targeting Pack;4.5.50709;Microsoft Corporation
Microsoft .NET Framework 4.5 SDK;4.5.50709;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Help Viewer 2.0;2.0.50727;Microsoft Corporation
Microsoft Office 2003 Web Components;12.0.4518.1014;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.6029.1000;Microsoft Corporation
Microsoft OneDrive;17.3.6798.0207;Microsoft Corporation
Microsoft OneDrive;17.3.6799.0327;Microsoft Corporation
Microsoft SQL Server 2005;;Microsoft Corporation
Microsoft SQL Server 2008 R2;;Microsoft Corporation
Microsoft SQL Server 2008 R2 Native Client;10.52.4000.0;Microsoft Corporation
Microsoft SQL Server 2008 R2 Setup (English);10.52.4000.0;Microsoft Corporation
Microsoft SQL Server 2008 Setup Support Files;10.1.2731.0;Microsoft Corporation
Microsoft SQL Server 2012 Management Objects;11.0.2100.60;Microsoft Corporation
Microsoft SQL Server Browser;10.52.4000.0;Microsoft Corporation
Microsoft SQL Server Compact 4.0 x64 ENU;4.0.8482.1;Microsoft Corporation
Microsoft SQL Server Native Client;9.00.4035.00;Microsoft Corporation
Microsoft SQL Server Setup Support Files (English);9.00.3042.00;Microsoft Corporation
Microsoft SQL Server VSS Writer;10.52.4000.0;Microsoft Corporation
Microsoft System CLR Types for SQL Server 2012;11.0.2100.60;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.6029.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.61001;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.21005;12.0.21005.1;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501;12.0.30501.0;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005;12.0.21005.1;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501;12.0.30501.0;Microsoft Corporation
