Name;Version;Vendor
Adobe Acrobat XI Pro;11.0.08;Adobe Systems
Adobe AIR;3.1.0.4880;Adobe Systems Incorporated
Adobe Download Assistant;1.2.8;Adobe Systems Incorporated
Adobe Flash Player 23 ActiveX;23.0.0.185;Adobe Systems Incorporated
Adobe Reader 8.3.1 - Español;8.3.1;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
AMS Machinery Manager Client;V5.20;Computational Systems, Inc.
Aspen Process Data;7.0.0.0;AspenTech
Aspen Process Explorer;7.0.0.0;AspenTech
Aspen SQLplus;7.0.0.0;AspenTech
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Citrix Online Launcher;1.0.223;Citrix
Cliente de Windows Rights Management con Service Pack 2;5.2.70;Microsoft
Compressor WinRAR;;
CutePDF Writer 2.3;2.3;
Dell Client Configuration Toolkit;1.1;Dell
Desinstalar software de Dell;;Dell, Inc.
DWG TrueView 2008;17.1.65.0;
FieldCare;1.0.0.0;Metso Endress+Hauser Technology AG
Google Chrome;0.0;Google Inc.
HP Scanjet N6310;14.5;HP
Intel(R) Graphics Media Accelerator Driver;6.14.10.4410;
Intel(R) Integrated Performance Primitives Run-Time Installer 5.1 for Windows* on IA-32 Intel(R) Architecture;5.1.1.3;Intel Corporation
Java 2 Runtime Environment, SE v1.4.2_03;1.4.2_03;Sun Microsystems, Inc.
Java(TM) 6 Update 2;1.6.0.20;Sun Microsystems, Inc.
Java(TM) 6 Update 3;1.6.0.30;Sun Microsystems, Inc.
Java(TM) 6 Update 5;1.6.0.50;Sun Microsystems, Inc.
Java(TM) SE Runtime Environment 6 Update 1;1.6.0.10;Sun Microsystems, Inc.
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
KROHNE IFC300 PB DTM Version 1.0.7;1.0.7;
KROHNE PA Profile 3.0 DTM;3.0;
Lernout & Hauspie TruVoice American English TTS Engine;;
Lotus Notes 6.5 es;6.50.3261;IBM
Ls600W 8;;
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 1.1 Spanish Language Pack;1.1.4322;Microsoft
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Compression Client Pack 1.0 for Windows XP;1;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.7015.1000;Microsoft Corporation
Microsoft Office Project Professional 2003;11.0.8173.0;Microsoft Corporation
Microsoft Office Visio Professional 2003;11.0.8173.0;Microsoft Corporation
Microsoft SQL Server 2008 Setup Support Files;10.1.2531.0;Microsoft Corporation
Microsoft User-Mode Driver Framework Feature Pack 1.0;1.0;Microsoft Corporation
Microsoft Visual C++ 2005 ATL Update kb973923 - x86 8.0.50727.4053;8.0.50727.4053;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.56336;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.61001;Microsoft Corporation
Microsoft Visual C++ 2008 ATL Update kb973924 - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.21022;9.0.21022;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual Studio 2010 Tools for Office Runtime (x86);10.0.50903;Microsoft Corporation
MSXML 4.0 SP2 (KB927978);4.20.9841.0;Microsoft Corporation
MSXML 4.0 SP2 (KB936181);4.20.9848.0;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
