Name;Version;Vendor
Adobe Acrobat Reader DC - Español;17.009.20044;Adobe Systems Incorporated
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Akamai NetSession Interface;;Akamai Technologies, Inc
Aplicaciones destacadas de Autodesk 2016-2017;2.2.0;Autodesk
Aplicación de escritorio de Autodesk;6.0.108.150;Autodesk
Aspen Calc;12.8.0.0;AspenTech
Aspen Desktop Apps(64bit);12.8.0.0;AspenTech
Aspen InfoPlus.21;7.0.0.0;AspenTech
Aspen IP.21 Browser Graphic Studio;12.8.0.0;AspenTech
Aspen Process Data;12.8.0.0;AspenTech
Aspen Process Explorer;12.8.0.0;AspenTech
Aspen Production Execution Manager;12.8.0.0;AspenTech
Aspen Production Record Manager;12.8.0.0;AspenTech
Aspen SQLplus;12.8.0.0;AspenTech
Autodesk 360;4.0.27.1;Autodesk
Autodesk Advanced Material Library Image Library 2017;15.11.3.0;Autodesk
Autodesk App Manager;1.1.0;Autodesk
Autodesk App Manager 2016-2017;2.2.0;Autodesk
Autodesk AutoCAD 2017 - Español (Spanish);21.0.52.0;Autodesk
Autodesk AutoCAD Performance Feedback Tool 1.2.5;1.2.5.0;Autodesk
Autodesk BIM 360 Glue AutoCAD 2017 Add-in 64 bit;4.37.6853;Autodesk
Autodesk Content Service;3.1.3.0;Autodesk
Autodesk DWG TrueView 2015 - English;20.0.210.0;Autodesk
Autodesk Featured Apps;1.1.0;Autodesk
Autodesk License Service (x64) - 3.1;3.1.26.0;Autodesk
Autodesk Material Library 2014;4.0.19.0;Autodesk
Autodesk Material Library 2017;15.11.3.0;Autodesk
Autodesk Material Library Base Resolution Image Library 2014;4.0.19.0;Autodesk
Autodesk Material Library Base Resolution Image Library 2017;15.11.3.0;Autodesk
Banc BEDEC 2014;;
Banc BEDEC 2015;;
CCleaner;5.28;Piriform
Citrix Online Launcher;1.0.393;Citrix
CutePDF Writer 3.0;3.0;Acro Software Inc.
Dell Edoc Viewer;1.0.0;Dell Inc
FARO LS 1.1.501.0;5.1.0.30630;FARO Scanner Production
FARO LS 1.1.501.0 (64bit);5.1.0.30630;FARO Scanner Production
FLIR Tools;5.4.15351.1001;FLIR Systems
