Name;Version;Vendor
Abismo;;
Accord ActiveX Chemistry Control 4.0 Runtime;4.0;
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe Reader X (10.1.4) - Español;10.1.4;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Aspen Cim-IO Interfaces;7.0.0.0;AspenTech
Aspen InfoPlus.21;7.0.0.0;AspenTech
Aspen Process Explorer;7.0.0.0;AspenTech
Aspen SLM Client Tools;2004;AspenTech
Aspen SQLplus;7.0.0.0;AspenTech
Compressor WinRAR;;
Dell Touchpad;7.104.102.104;ALPS ELECTRIC CO., LTD.
DWG TrueView 2013;19.0.55.0;Autodesk
Hardcopy (C:\Program Files (x86)\Hardcopy);2011.04.09;www.hardcopy.de
IrfanView (remove only);4.27;Irfan Skiljan
Java 7 Update 7;7.0.70;Oracle
Juniper Networks Network Connect 7.1.0;7.1.0.19525;Juniper Networks
Laptop Integrated Webcam Driver (1.01.01.0529);1.01.01.0529;
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
McAfee Agent;4.5.0.1270;McAfee, Inc.
McAfee Host Intrusion Prevention;7.00.0601;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft SQL Server 2012 Native Client;11.0.2100.60;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.56336;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.21022;9.0.21022;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
O2Micro Flash Memory Card Windows Driver;2.0.03;O2Micro International LTD.
Oracle Data Provider for .NET Help;10.2.020;Oracle Corporation
Paquete de idioma de Microsoft .NET Framework 4 Client Profile ESN;4.0.30319;Microsoft Corporation
PrimoPDF -- brought to you by Nitro PDF Software;5;Nitro PDF Software
Safelayer formSign;;
SafeSign;3.0.40;A.E.T. Europe B.V.
Spanish Module for Microsoft Dynamics NAV Classic Client;6.0.32012.0;Microsoft Corporation
