Name;Version;Vendor
Accord ActiveX Chemistry Control 4.0 Runtime;4.0;
Actualización de Windows XP (KB943729);;Microsoft Corporation
Adobe Flash Player 25 ActiveX;25.0.0.127;Adobe Systems Incorporated
Adobe Reader XI (11.0.08) - Español;11.0.08;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Ask Toolbar;1.15.4.0;Ask.com
Ask Toolbar Updater;1.2.2.23821;Ask.com
Aspen Process Data;11.3.0.0;AspenTech
Aspen Process Explorer;11.3;AspenTech
Aspen SQLplus;11.3.0.0;AspenTech
aspenONE Diagnostics;1.2.0.64;AspenTech
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Broadcom NetXtreme-I Netlink Driver and Management Installer;12.25.02;Broadcom Corporation
Compressor WinRAR;;
CutePDF Writer 2.3;2.3;
Dell Client Configuration Toolkit;1.1;Dell
Dell ControlPoint Security Manager;1.6.326.57;Dell Inc.
Dell Security Device Driver Pack;1.3.039;Dell Inc.
Dropbox;20.4.19;Dropbox, Inc.
DWG TrueView 2008;17.1.65.0;
EcoWatch;3.18.0000;
FluoroProbe;;
Google Chrome;49.0.2623.112;Google Inc.
Google Drive;2.34.5075.1619;Google, Inc.
Google Earth;7.1.1.1888;Google
Google Toolbar for Internet Explorer;7.5.7210.1528;Google Inc.
GoToMeeting 7.16.0.4800;7.16.0.4800;CitrixOnline
Intel(R) Graphics Media Accelerator Driver;;Intel Corporation
Java(TM) 6 Update 37;6.0.370;Oracle
Juniper Networks Network Connect 7.1.0;7.1.0.19525;Juniper Networks
Juniper Networks, Inc. Setup Client;7.1.4.13103;Juniper Networks, Inc.
K-Lite Codec Pack 2.81 Full;2.81;
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
LoggerNet 4.3;4.3;Campbell Scientific
ManageEngine AssetExplorer Agent;1.0.3;ZOHO Corp
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
MicroImages TNTatlas 2006:72 for Windows;7.2;MicroImages
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 1.1 Spanish Language Pack;1.1.4322;Microsoft
Microsoft .NET Framework 2.0 Service Pack 1 Language Pack - ESN;2.1.21022;Microsoft Corporation
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 1 Language Pack - ESN;3.1.21022;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Compression Client Pack 1.0 for Windows XP;1;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Report Viewer Redistributable 2008 SP1;;Microsoft Corporation
Microsoft User-Mode Driver Framework Feature Pack 1.0;1.0;Microsoft Corporation
Microsoft Visual C++ 2005 ATL Update kb973923 - x86 8.0.50727.4053;8.0.50727.4053;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.61001;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.21022;9.0.21022;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
MSXML 4.0 SP3 Parser (KB2721691);4.30.2114.0;Microsoft Corporation
MSXML 4.0 SP3 Parser (KB2758694);4.30.2117.0;Microsoft Corporation
MSXML 4.0 SP3 Parser (KB973685);4.30.2107.0;Microsoft Corporation
MSXML 6.0 Parser (KB927977);6.00.3890.0;Microsoft Corporation
Nautilus 8.1;8.1;
Navision Hierarchy;1.0.0;IRIS
Oracle Data Provider for .NET Help;10.1.010;Oracle Corporation
Paquete de controladores de Windows - Dell Inc. PBADRV System  (01/07/2008 1.0.1.5);01/07/2008 1.0.1.5;Dell Inc.
Paquete de idioma de Microsoft .NET Framework 3.5 - esn;3.5;Microsoft Corporation
Paquete de proveedor base de servicios de cifrado para tarjetas inteligentes de Microsoft;;Microsoft Corporation
PowerDVD DX;8.2.5024;Dell Corp.
Realtek High Definition Audio Driver;;Realtek Semiconductor Corp.
Reproductor de Windows Media 11;;
Revisión para Windows XP (KB969084);3;Microsoft Corporation
Roxio Creator DE 10.3;10.3;Roxio
Security Update for Windows Search 4 - KB963093;;Microsoft Corporation
Sony Picture Utility;4.0.00.10020;Sony Corporation
Spanish Module for Microsoft Dynamics NAV Classic Client;6.0.32012.0;Microsoft Corporation
Visual Studio 2005 Tools for Office Second Edition Runtime;;Microsoft Corporation
Web Components;;
Windows Driver Package - STMicroelectronics (stmtpm) System  (05/24/2007 1.00.04.15);05/24/2007 1.00.04.15;STMicroelectronics
Windows Genuine Advantage Validation Tool (KB892130);;Microsoft Corporation
Windows Internet Explorer 8;20090308.140743;Microsoft Corporation
Windows Management Framework Core;;Microsoft Corporation
Windows Media Format 11 runtime;;
