Name;Version;Vendor
A360 Desktop;6.0.3.1100;Autodesk
Adobe Acrobat 9 Pro - Italiano, Español, Nederlands, Português;9.0.0;Adobe Systems
Adobe Flash Player 16 ActiveX;16.0.0.235;Adobe Systems Incorporated
Adobe Reader XI  MUI;11.0.00;Adobe Systems Incorporated
Adobe Reader XI (11.0.10) - Español;11.0.10;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Aplicación de escritorio de Autodesk;6.2.0.174;Autodesk
Autodesk Advanced Material Library Image Library 2016;6.3.0.15;Autodesk
Autodesk AutoCAD LT 2016 - Español (Spanish);20.1.49.0;Autodesk
Autodesk Content Service;3.2.0.0;Autodesk
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Autodesk Material Library 2016;6.3.0.15;Autodesk
Autodesk Material Library Base Resolution Image Library 2016;6.3.0.15;Autodesk
Banc BEDEC 2012;;
Banc BEDEC 2016;;
Banco BEDEC 2017;;
CutePDF Writer 3.0;3.0;Acro Software Inc.
Dell Edoc Viewer;1.0.0;Dell Inc
Dropbox;26.4.24;Dropbox, Inc.
Epanet 2.0 vE;2.0;
Google Chrome;58.0.3029.110;Google Inc.
Instalable DNIe;11.2.0;Cuerpo Nacional de Policía
Intel(R) Management Engine Components;9.5.13.1706;Intel Corporation
Intel(R) Processor Graphics;9.18.10.3234;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;2.5.4.40;Intel Corporation
Java 8 Update 45;8.0.450;Oracle Corporation
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Licencia BEDEC 2015;;
Licencia BEDEC 2017;;
Llicència BEDEC 2015;;
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.5.2;4.5.51209;Microsoft Corporation
Microsoft .NET Framework 4.5.2 (español);4.5.51209;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.60610;11.0.60610.1;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
Pipe2012;;KYPIPE LLC
Realtek High Definition Audio Driver;6.0.1.5987;Realtek Semiconductor Corp.
TCQ 2000;;
VLC media player;2.1.5;VideoLAN
WibuKey Setup (WibuKey Remove);Version 6.00b of 2011-Jan-12 (Build 132) (Setup);WIBU-SYSTEMS AG
Windows Driver Package - Dirección General de la Policía (UMPass) SmartCard  (04/09/2014 1.0.2.2);04/09/2014 1.0.2.2;Dirección General de la Policía
WinRAR 5.10 (64-bit);5.10.0;win.rar GmbH
