Name;Version;Vendor
Adobe Acrobat Reader DC - Español;17.009.20044;Adobe Systems Incorporated
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Aspen Cim-IO Interfaces;7.0.0.0;AspenTech
Aspen InfoPlus.21;7.0.0.0;AspenTech
Aspen Process Data;7.0.0.0;AspenTech
Aspen Process Explorer;7.0.0.0;AspenTech
Aspen SLM Client Tools;2004;AspenTech
Aspen SQLplus;7.0.0.0;AspenTech
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Banc BEDEC 2012;;
Banc BEDEC 2013;;
Banc BEDEC 2014;;
CambioPIN;;
Compressor WinRAR;;
Configurador AEAT;2.8;AEAT
Configurador_FNMT;3.6;FNMT-RCM
CutePDF Writer 3.0;3.0;CutePDF.com
Dell Edoc Viewer;1.0.0;Dell Inc
Dropbox;26.4.24;Dropbox, Inc.
Epanet 2.0 vE;2.0;
Google Chrome;58.0.3029.110;Google Inc.
Google Earth;7.1.8.3036;Google
Google Earth Plug-in;7.1.4.1529;Google
Google Toolbar for Internet Explorer;7.5.8231.2252;Google Inc.
GS CASH;3.4.0;
GS CONCI;3.7.0;
GSBANCONET;7.4.0;GS GESTION
Hardcopy;2014.01.27;www.hardcopy.de
iMacros Version 10.0.0.2738 (x64);10.0.0.2738;iOpus
Instalable módulo criptográfico DNIe;11.1.0;Cuerpo Nacional de Policía
Intel(R) Management Engine Components;9.5.13.1706;Intel Corporation
Intel(R) Processor Graphics;9.18.10.3234;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;2.5.0.19;Intel Corporation
IRIS Firma factura;1.0.2;Iris-Ekamat
IVA 2014 1.02;1.02;AEAT
Java 8 Update 111;8.0.1110.14;Oracle Corporation
Java(TM) SE Development Kit 6 Update 45 (64-bit);1.6.0.450;Oracle
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Llicència BEDEC 2013;;
Llicència BEDEC 2014;;
Malwarebytes Anti-Malware versión 2.0.3.1025;2.0.3.1025;Malwarebytes Corporation
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
McAfee Agent;5.0.2.132;McAfee, Inc.
MemoriesOnTV 4.1.0;4.1.0;
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.5.1;4.5.50938;Microsoft Corporation
Microsoft .NET Framework 4.5.1 (español);4.5.50938;Microsoft Corporation
Microsoft .NET Framework 4.5.1 (Français);4.5.50938;Microsoft Corporation
Microsoft .NET Framework 4.5.1 (Italiano);4.5.50938;Microsoft Corporation
Microsoft .NET Framework 4.5.1 (Português);4.5.50938;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable (x64);8.0.56336;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Mozilla Firefox 36.0 (x86 es-ES);36.0;Mozilla
Mozilla Maintenance Service;36.0;Mozilla
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
Project1;;
Realtek High Definition Audio Driver;6.0.1.5987;Realtek Semiconductor Corp.
Safelayer formSign;;
SafeSign;3.0.40;A.E.T. Europe B.V.
Shared C Run-time for x64;10.0.0;McAfee
Spanish Module for Microsoft Dynamics NAV Classic Client;6.0.32012.0;Microsoft Corporation
TCQ 2000;;
Windows Driver Package - Dirección General de la Policía (UMPass) SmartCard  (03/11/2013 1.0.2.1);03/11/2013 1.0.2.1;Dirección General de la Policía
WinRAR 5.20 (64-bit);5.20.0;win.rar GmbH
