Name;Version;Vendor
Adobe Acrobat Reader DC - Español;17.009.20044;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Autodesk DWG TrueView 2016 - English;20.1.49.0;Autodesk
CutePDF Writer 3.0;3.0;Acro Software Inc.
Dell Update;1.9.4.0;Dell Inc.
DisplayLink Core Software;7.9.1589.0;DisplayLink Corp.
Google Chrome;58.0.3029.96;Google Inc.
Google Drive;2.34.5075.1619;Google, Inc.
Intel(R) Dynamic Platform and Thermal Framework;8.1.10605.221;Intel Corporation
Intel(R) HID Event Filter;1.1.0.311;Intel Corporation
Intel(R) Management Engine Components;11.0.0.1178;Intel Corporation
Intel(R) Processor Graphics;21.20.16.4590;Intel Corporation
Intel(R) Rapid Storage Technology;14.8.1.1043;Intel Corporation
Intel(R) Virtual Buttons;1.1.0.21;Intel Corporation
Intel(R) WiDi;6.0.62.0;Intel Corporation
Intel(R) Wireless Bluetooth(R);18.1.1546.2762;Intel Corporation
Intel® Integrated Sensor Solution;3.0.14.3056;Intel Corporation
Intel® Security Assist;1.0.0.534;Intel Corporation
Intel® Software Guard Extensions Platform Software;1.1.28151.80;Intel Corporation
Java 8 Update 111;8.0.1110.14;Oracle Corporation
Juniper Networks Network Connect 7.4.0;7.4.0.33857;Juniper Networks
Juniper Networks, Inc. Setup Client;7.4.13.52059;Juniper Networks, Inc.
Juniper Networks, Inc. Setup Client 64-bit Activex Control;2.1.1.1;Juniper Networks, Inc.
McAfee Agent;5.0.2.132;McAfee, Inc.
McAfee VirusScan Enterprise;8.8.06000;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.6029.1000;Microsoft Corporation
Microsoft OneDrive;17.3.6799.0327;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501;12.0.30501.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
QuickSet64;11.1.35;Dell Inc.
Realtek Card Reader;10.0.10586.31222;Realtek Semiconduct Corp.
Realtek High Definition Audio Driver;6.0.1.7751;Realtek Semiconductor Corp.
Realtek PC Camera Driver;10.0.10240.11160;Realtek Semiconductor Corp.
Software Intel® PROSet/Wireless;19.1.0;Intel Corporation
Vulkan Run Time Libraries 1.0.33.0;1.0.33.0;LunarG, Inc.
WinRAR 5.10 (64-bit);5.10.0;win.rar GmbH
