Name;Version;Vendor
7-Zip 9.20;9.20;
Adobe Flash Player 23 ActiveX;23.0.0.205;Adobe Systems Incorporated
Adobe Reader XI (11.0.08) - Español;11.0.08;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Beyond Compare Versión 2.5.3;2.5.3;Scooter Software
Broadcom Gigabit Integrated Controller;10.50.03;Broadcom Corporation
CamStudio;;
Compressor WinRAR;;
Corel Paint Shop Pro Photo X2;12.00.0000;Corel Corporation
Crystal Reports Basic Runtime for Visual Studio 2008;10.5.0.0;Business Objects
Crystal Reports for .NET Framework 2.0 (x86);10.2.0;Business Objects
CutePDF Writer 2.8;2.8;
Dell Resource CD;1.10.0000;Nombre de su organización
Dimension Utility;06.01.02.03;Intergraph Corporation
DWG TrueView 2008;17.1.65.0;
EVEREST Ultimate Edition v4.50;4.50;Lavalys, Inc.
Franson GpsGate 2.6;2.6.0.340;Franson
GeoMedia Professional;06.01.02.04;Intergraph Corporation
GeoMedia PublicWorks Manager;06.01.02.03;Intergraph Corporation
GeoMedia Transportation Manager;06.01.01.10;Intergraph Corporation
GeoMedia WebMap Professional;06.01.03.08;Intergraph Corporation
GInterAqua;60.04.30;AQUASIS
Google Chrome;49.0.2623.112;Google Inc.
Google Earth;4.3.7284.3916;Google
Google Earth;7.1.8.3036;Google
IrfanView (remove only);4.27;Irfan Skiljan
Java 8 Update 31;8.0.310;Oracle Corporation
Java 8 Update 66;8.0.660.17;Oracle Corporation
Java SE Development Kit 7 Update 71;1.7.0.710;Oracle
Java SE Development Kit 8 Update 66;8.0.660.17;Oracle Corporation
Java(TM) 6 Update 22;6.0.220;Sun Microsystems, Inc.
Java(TM) 6 Update 3;1.6.0.30;Sun Microsystems, Inc.
Java(TM) 6 Update 5;1.6.0.50;Sun Microsystems, Inc.
Java(TM) 6 Update 7;1.6.0.70;Sun Microsystems, Inc.
Juniper Networks Network Connect 6.3.0;6.3.0.13881;Juniper Networks
K-Lite Codec Pack 2.81 Full;2.81;
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
LiveUpdate 2.0 (Symantec Corporation);2.0.39.0;Symantec Corporation
Lotus Notes 6.5 es;6.50.3261;IBM
ManageEngine AssetExplorer Agent;1.0.3;ZOHO Corp
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 1.1 Spanish Language Pack;1.1.4322;Microsoft
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 2.0 Service Pack 2 Language Pack - ESN;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2 Language Pack - ESN;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Business Solutions-Navision 4.0 SP2;4.0.2.22100;Microsoft Corporation
Microsoft Compression Client Pack 1.0 for Windows XP;1;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.7015.1000;Microsoft Corporation
