Name;Version;Vendor
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe Reader XI  MUI;11.0.00;Adobe Systems Incorporated
Adobe Reader XI (11.0.05) - Español;11.0.05;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Ask Toolbar;12.46.0.4265;APN, LLC
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Compressor WinRAR;;
Configurador AEAT;2.8;AEAT
Configurador AEAT;2.9;AEAT
Crystal Reports Basic Runtime for Visual Studio 2008;10.5.0.0;Business Objects
CutePDF Writer 3.0;3.0;CutePDF.com
DameWare Mini Remote Control 9.0;9.0.1.247;SolarWinds
Dell Edoc Viewer;1.0.0;Dell Inc
Google Chrome;58.0.3029.110;Google Inc.
Informativas 11.00;12.02;AEAT
Intel(R) Management Engine Components;9.5.13.1706;Intel Corporation
Intel(R) Processor Graphics;9.18.10.3234;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;2.5.0.19;Intel Corporation
IRIS Firma factura;1.0.2;Iris-Ekamat
IVA 2014 1.02;1.02;AEAT
IVA 2015 1.00;1.00;AEAT
IVA 2016 1.00;1.00;AEAT
Java 8 Update 121;8.0.1210.13;Oracle Corporation
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Kofax Capture 10.2;10.2;Kofax, Inc.
Kofax Capture 10.2 - Workstation (Uninstall);10.2;
Kofax Transformation Modules 6.0;6.0.2;Kofax, Inc.
Kofax VRS Component Panasonic KV-S2028C;4.50.032;Kofax, Inc.
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.5.1;4.5.50938;Microsoft Corporation
Microsoft Access database engine 2010 (English);14.0.6029.1000;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.6029.1000;Microsoft Corporation
Microsoft Silverlight;5.1.30514.0;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.6029.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.61001;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - KB2467174 - x86 9.0.30729.5570;9.0.30729.5570;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030;11.0.61030.0;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501;12.0.30501.0;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
Módulo de cifrado AES (256 bits);1.1.0.73;Kaspersky Lab UK Ltd
Navision Hierarchy;1.0.0;IRIS
Realtek High Definition Audio Driver;6.0.1.5987;Realtek Semiconductor Corp.
Safelayer formSign;;
SafeSign;3.0.40;A.E.T. Europe B.V.
Shared C Run-time for x64;10.0.0;McAfee
Spanish Module for Microsoft Dynamics NAV Classic Client;6.0.32012.0;Microsoft Corporation
