Name;Version;Vendor
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe Reader XI  MUI;11.0.00;Adobe Systems Incorporated
Adobe Reader XI (11.0.05) - Español;11.0.05;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Compressor WinRAR;;
CutePDF Writer 3.0;3.0;CutePDF.com
DameWare NT Utilities 7.5;7.5.6.0;DameWare Development
Dell Edoc Viewer;1.0.0;Dell Inc
Google Chrome;58.0.3029.110;Google Inc.
Intel(R) Management Engine Components;9.5.13.1706;Intel Corporation
Intel(R) Processor Graphics;9.18.10.3234;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;2.5.0.19;Intel Corporation
Java 7 Update 17 (64-bit);7.0.170;Oracle
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.5.1;4.5.50938;Microsoft Corporation
Microsoft .NET Framework 4.5.1 (español);4.5.50938;Microsoft Corporation
Microsoft .NET Framework 4.5.1 (Français);4.5.50938;Microsoft Corporation
Microsoft .NET Framework 4.5.1 (Italiano);4.5.50938;Microsoft Corporation
Microsoft .NET Framework 4.5.1 (Português);4.5.50938;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
Realtek High Definition Audio Driver;6.0.1.5987;Realtek Semiconductor Corp.
Safelayer formSign;;
SafeSign;3.0.40;A.E.T. Europe B.V.
Shared C Run-time for x64;10.0.0;McAfee
Spanish Module for Microsoft Dynamics NAV Classic Client;6.0.32012.0;Microsoft Corporation
