Name;Version;Vendor
Actualización de Windows XP (KB943729);;Microsoft Corporation
Adobe Flash Player 12 ActiveX;12.0.0.44;Adobe Systems Incorporated
Adobe Reader XI (11.0.08) - Español;11.0.08;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
AMS Machinery Manager Client;V5.20;Computational Systems, Inc.
Aspen Process Data;7.0.0.0;AspenTech
Aspen Process Explorer;7.0.0.0;AspenTech
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Compressor WinRAR;;
CutePDF Writer 3.0;3.0;CutePDF.com
FLIR Device Drivers;1.4.0.0;FLIR Systems
FLIR QuickReport 1.2 SP1;3.02.0125;FLIR Systems
Google Chrome;49.0.2623.112;Google Inc.
Hardcopy;2014.01.27;www.hardcopy.de
Intel(R) Graphics Media Accelerator Driver;;
Intel(R) Integrated Performance Primitives Run-Time Installer 5.1 for Windows* on IA-32 Intel(R) Architecture;5.1.1.3;Intel Corporation
Intel(R) PRO Network Connections 12.1.12.0;12.1.12.0;Intel
Java 7 Update 51;7.0.510;Oracle
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Compression Client Pack 1.0 for Windows XP;1;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.7015.1000;Microsoft Corporation
Microsoft User-Mode Driver Framework Feature Pack 1.0;1.0;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.7015.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.61001;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual Studio 2010 Tools for Office Runtime (x86);10.0.50903;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
OMNITREND;2.01.012;Pruftechnik
OMNITREND JavaVM;1.50.08;PRUFTECHNIK
OMNITREND StandardReport;1.02.003;PRUFTECHNIK
Paquete de idioma de Microsoft .NET Framework 4 Client Profile ESN;4.0.30319;Microsoft Corporation
Paquete de idioma de Microsoft .NET Framework 4 Extended ESN;4.0.30319;Microsoft Corporation
Paquete de idioma de Microsoft Visual Studio 2010 Tools para Office Runtime (x86) - ESN;10.0.50903;Microsoft Corporation
Paquete de proveedor base de servicios de cifrado para tarjetas inteligentes de Microsoft;;Microsoft Corporation
Paquete redistribuible del Microsoft Visor de informes 2005;;Microsoft Corporation
PRUFTECHNIK ALIGNMENT CENTER 1.6;1.6.3.1;PRÜFTECHNIK Alignment Systems
Realtek High Definition Audio Driver;5.10.0.5408;Realtek Semiconductor Corp.
Reproductor de Windows Media 11;;
VIBXPERT utility;1.04.003;PRUFTECHNIK
Windows Driver Package - FTDI CDM Driver Package - Bus/D2XX Driver (01/18/2013 2.08.28);01/18/2013 2.08.28;FTDI
Windows Driver Package - FTDI CDM Driver Package - VCP Driver (01/18/2013 2.08.28);01/18/2013 2.08.28;FTDI
Windows Genuine Advantage Validation Tool (KB892130);;Microsoft Corporation
Windows Internet Explorer 8;20090308.140743;Microsoft Corporation
Windows Media Format 11 runtime;;
