Name;Version;Vendor
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe Reader X (10.1.3) - Español;10.1.3;Adobe Systems Incorporated
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Compressor WinRAR;;
DWG TrueView 2011;18.1.49.0;Autodesk
Google Chrome;58.0.3029.110;Google Inc.
Java 8 Update 121;8.0.1210.13;Oracle Corporation
JavaFX 2.1.0;2.1.0;Oracle Corporation
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
PrimoPDF -- brought to you by Nitro PDF Software;5;Nitro PDF Software
Realtek Ethernet Controller All-In-One Windows Driver;1.12.0019;Realtek
SafeSign;3.0.40;A.E.T. Europe B.V.
SignaCAT;V.3.3 Release Web;
Spanish Module for Microsoft Dynamics NAV Classic Client;6.0.32012.0;Microsoft Corporation
VMware Horizon Client;3.1.0.21879;VMware, Inc.
