Name;Version;Vendor
Actualización de Windows XP (KB943729);;Microsoft Corporation
Adobe Reader X (10.1.11) - Español;10.1.11;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Analizador de MSXML 6.0;6.10.1129.0;Microsoft Corporation
Aspen Process Data;11.3.0.0;AspenTech
Aspen Process Explorer;11.3;AspenTech
Aspen SQLplus;11.3.0.0;AspenTech
aspenONE Diagnostics;1.2.0.64;AspenTech
Autodesk DWG Viewer;16.1.63.106;Autodesk
Broadcom Advanced Control Suite;8.20.01;Broadcom Corporation
Compressor WinRAR;;
CutePDF Writer 2.3;2.3;
Dell Client Configuration Toolkit;1.1;Dell
Desinstalar software de Dell;;Dell, Inc.
DWG TrueView 2008;17.1.65.0;
Google Chrome;49.0.2623.112;Google Inc.
Google Toolbar for Internet Explorer;;Google Inc.
Intel(R) Graphics Media Accelerator Driver;6.14.10.4410;
Java 2 Runtime Environment, SE v1.4.2_03;1.4.2_03;Sun Microsystems, Inc.
Java(TM) 6 Update 26;6.0.260;Sun Microsystems, Inc.
Java(TM) 6 Update 7;1.6.0.70;Sun Microsystems, Inc.
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 1.1 Spanish Language Pack;1.1.4322;Microsoft
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 2.0 Service Pack 2 Language Pack - ESN;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2 Language Pack - ESN;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Compression Client Pack 1.0 for Windows XP;1;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Office Project Professional 2003;11.0.5614.0;Microsoft Corporation
Microsoft User-Mode Driver Framework Feature Pack 1.0;1.0;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.30319;10.0.30319;Microsoft Corporation
MSXML 4.0 SP2 (KB927978);4.20.9841.0;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
Mysearchdial;;Mysearchdial
Navision Hierarchy;1.0.0;IRIS
Paquete de compatibilidad para 2007 Office system;12.0.6021.5000;Microsoft Corporation
Paquete de idioma de Microsoft .NET Framework 3.5 SP1 - esn;3.5;Microsoft Corporation
Paquete de proveedor base de servicios de cifrado para tarjetas inteligentes de Microsoft;;Microsoft Corporation
PC Inspector smart recovery;4.50;
PdfMerge;1.18.0;PdfMerge
Photomatix Pro version 2.5.1;2.5.1;HDRsoft Sarl
Reproductor de Windows Media 11;;
SaveSense;6.4.0.0;SaveSense
Security Update for Windows Search 4 - KB963093;;Microsoft Corporation
Spelling Dictionaries Support For Adobe Reader 9;9.0.0;Adobe Systems Incorporated
SweetPacks Toolbar for Internet Explorer 4.5;4.5.0000;SweetIM Technologies Ltd.
Visual Studio C++ 10.0 Runtime;10.0.0;TomTom International B.V.
Windows Genuine Advantage Validation Tool (KB892130);;Microsoft Corporation
Windows Installer 3.1 (KB893803);3.1;Microsoft Corporation
Windows Internet Explorer 8;20090308.140743;Microsoft Corporation
Windows Media Format 11 runtime;;
Windows XP Service Pack 3;20080414.031514;Microsoft Corporation
XP Codec Pack;;
