Name;Version;Vendor
Adobe Flash Player 19 ActiveX;19.0.0.245;Adobe Systems Incorporated
Adobe Reader XI  MUI;11.0.00;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
AMD Install Manager;5.00;Advanced Micro Devices, Inc.
Aspen Calc;12.8.0.0;AspenTech
Aspen Desktop Apps(64bit);12.8.0.0;AspenTech
Aspen IP.21 Browser Graphic Studio;12.8.0.0;AspenTech
Aspen Process Data;12.8.0.0;AspenTech
Aspen Process Explorer;12.8.0.0;AspenTech
Aspen Production Execution Manager;12.8.0.0;AspenTech
Aspen Production Record Manager;12.8.0.0;AspenTech
Aspen SQLplus;12.8.0.0;AspenTech
CutePDF Writer 3.0;3.0;Acro Software Inc.
Dell Edoc Viewer;1.0.0;Dell Inc
Google Chrome;58.0.3029.96;Google Inc.
Google Drive;2.34.5075.1619;Google, Inc.
HTMLDOC;1.8.2700;Easy Software Products
ICAR;9.0.0.0;ICAR Vision Systems S.L.
ICAR Development Kit;9.0.0.0;ICAR Vision Systems S.L.
Intel(R) Management Engine Components;11.0.0.1167;Intel Corporation
Intel(R) Processor Graphics;10.18.15.4279;Intel Corporation
Intel(R) Rapid Storage Technology;14.8.1.1043;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;4.0.2.42;Intel Corporation
iVMS-4200(v2.5.1.7);2.5.1.7;hikvision
Java 8 Update 121;8.0.1210.13;Oracle Corporation
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.6.1;4.6.01055;Microsoft Corporation
Microsoft .NET Framework 4.6.1 (español);4.6.01055;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.6029.1000;Microsoft Corporation
Microsoft Visio Professional 2010;14.0.6029.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.56336;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.50727;11.0.50727.1;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.50727;11.0.50727.1;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501;12.0.30501.0;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501;12.0.30501.0;Microsoft Corporation
Microsoft Visual Studio 2010 Tools for Office Runtime (x64);10.0.40303;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
MSXML 4.0 SP2 Parser and SDK;4.20.9818.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
OPC Core Components Redistributable (x86) 105.1;3.00.10501;OPC Foundation
Paquete de controladores de Windows - Icar Vision Systems (CYUSB) USB  (06/05/2009 2.0.0.0);06/05/2009 2.0.0.0;Icar Vision Systems
Paquete de controladores de Windows - Icar Vision Systems (CyUsb) USB  (09/08/2010 2.1.0.0);09/08/2010 2.1.0.0;Icar Vision Systems
Paquete de controladores de Windows - Icar Vision Systems (CYUSB) USB  (10/17/2011 3.4.7.000);10/17/2011 3.4.7.000;Icar Vision Systems
Paquete de idioma de Microsoft Visual Studio 2010 Tools para Office Runtime (x64) - ESN;10.0.40303;Microsoft Corporation
PlaysTV;1.20.1-r121449-release;Plays.tv, LLC
Raptr;5.2.8-r120085-release;Raptr, Inc
Realtek Audio COM Components;1.0.2;Realtek Semiconductor Corp.
Realtek High Definition Audio Driver;6.0.1.6076;Realtek Semiconductor Corp.
Visual Studio Tools for the Office system 3.0 Runtime;3.0;Microsoft Corporation
Web Components;;
WinRAR 5.10 (64-bit);5.10.0;win.rar GmbH
