Name;Version;Vendor
Adobe Flash Player 25 ActiveX;25.0.0.171;Adobe Systems Incorporated
Adobe Reader XI (11.0.03) - Español;11.0.03;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Aspen Administration Tools(64bit);12.7.0.0;AspenTech
Aspen Audit and Compliance Manager;12.7.0.0;AspenTech
Aspen Calc;12.7.0.0;AspenTech
Aspen CIM-IO;12.7.0.0;AspenTech
Aspen Cim-IO Interfaces;12.7.0.0;AspenTech
Aspen Desktop Apps(64bit);12.7.0.0;AspenTech
Aspen InfoPlus.21;12.7.0.0;AspenTech
Aspen IP.21 Browser Graphic Studio;12.7.0.0;AspenTech
Aspen MES Cluster Administrator;12.7.0.0;AspenTech
Aspen Process Data;12.7.0.0;AspenTech
Aspen Process Explorer;12.7.0.0;AspenTech
Aspen Production Execution Manager;12.7.0.0;AspenTech
Aspen Production Record Manager;12.7.0.0;AspenTech
Aspen SQLplus;12.7.0.0;AspenTech
aspenONE Diagnostics;8.7.0.711;AspenTech
Autodesk DWG TrueView 2014;19.1.18.0;Autodesk
Compressor WinRAR;;
CutePDF Writer 3.0;3.0;CutePDF.com
DameWare Mini Remote Control 9.0;9.0.1.247;SolarWinds
DameWare Remote Support;11.2.84.0;SolarWinds
Dropbox;26.4.24;Dropbox, Inc.
Google Chrome;58.0.3029.110;Google Inc.
HTMLDOC;1.8.2700;Easy Software Products
Intel(R) Processor Graphics;9.17.10.2932;Intel Corporation
Java 7 Update 17 (64-bit);7.0.170;Oracle
Java 7 Update 45;7.0.450;Oracle
Java SE Development Kit 7 Update 45;1.7.0.450;Oracle
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
KeePass Password Safe 2.30;2.30;Dominik Reichl
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 1.1;1.1.4322;Microsoft
Microsoft .NET Framework 4.5.2;4.5.51209;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.7015.1000;Microsoft Corporation
Microsoft Silverlight;5.1.50906.0;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.7015.1000;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;9.0.30729.4148;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual J# 2.0 Redistributable Package - SE (x64);2.0;Microsoft Corporation
Microsoft Visual Studio 2010 Tools for Office Runtime (x64);10.0.50903;Microsoft Corporation
MSXML 4.0 SP2 (KB954430);4.20.9870.0;Microsoft Corporation
MSXML 4.0 SP2 (KB973688);4.20.9876.0;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
OPC Core Components Redistributable (x86) 105.1;3.00.10501;OPC Foundation
Paquete de idioma de Microsoft Visual Studio 2010 Tools para Office Runtime (x64) - ESN;10.0.50903;Microsoft Corporation
PingPlotter 5 5.3.1;5.3.1.2381;Pingman Tools, LLC
Spanish Module for Microsoft Dynamics NAV Classic Client;6.0.32012.0;Microsoft Corporation
Vba65Installer;1.0.0;Microsoft
Visual Studio Tools for the Office system 3.0 Runtime;3.0;Microsoft Corporation
VisualChart 5;5.2.0.8;VisualChart Group
VMware vCenter Converter Standalone;5.1.0.1087880;VMware, Inc.
VMware vSphere Client 5.5;5.5.0.3165;VMware, Inc.
VMware Workstation;9.0.0;VMware, Inc
