Name;Version;Vendor
Actualización de Windows XP (KB943729);;Microsoft Corporation
Adobe Reader XI (11.0.08) - Español;11.0.08;Adobe Systems Incorporated
Adobe SVG Viewer 3.0;3.0;
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Broadcom 440x 10/100 Integrated Controller;10.04.01;Broadcom Corporation
Google Chrome;49.0.2623.112;Google Inc.
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
Microsoft .NET Framework 1.1;1.1;
Microsoft .NET Framework 2.0 Service Pack 2;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 2.0 Service Pack 2 Language Pack - ESN;2.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.0 Service Pack 2 Language Pack - ESN;3.2.30729;Microsoft Corporation
Microsoft .NET Framework 3.5 SP1;3.5;Microsoft Corporation
Microsoft .NET Framework 4 Client Profile;4.0.30319;Microsoft Corporation
Microsoft .NET Framework 4 Extended;4.0.30319;Microsoft Corporation
Microsoft Dynamics NAV 2009 Classic;6.0.32012.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Navision Hierarchy;1.0.0;IRIS
NVIDIA Drivers;;
Paquete de idioma de Microsoft .NET Framework 3.5 SP1 - esn;3.5;Microsoft Corporation
SigmaTel Audio;5.10.4820.0;SigmaTel
Windows Internet Explorer 8;20090308.140743;Microsoft Corporation
