Name;Version;Vendor
Adobe Reader X (10.1.13);10.1.13;Adobe Systems Incorporated
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
Bing Bar;7.1.355.0;Microsoft Corporation
CTC Analytics AG Instrument Control Components Redistributable;1.6.0.5;CTC Analytics AG
DaniMasterUpdater setup 5.0;5.0;Dani Instruments Spa
Dell Display Manager;;EnTech Taiwan
Google Chrome;58.0.3029.110;Google Inc.
HP LaserJet 200 color M251;5.0.12200.1036;Hewlett-Packard
HP Update;5.003.003.001;Hewlett-Packard
HPLaserJet200color-M251_HelpLearnCenter_SI;1.01.0000;Hewlett-Packard
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
McAfee Agent;5.0.2.132;McAfee, Inc.
Microsoft .NET Framework 4.5.1;4.5.50938;Microsoft Corporation
Microsoft Chart Controls for Microsoft .NET Framework 3.5 (KB2500170);3.5.30730.0;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft SQL Server 2008 R2 (64-bit);;Microsoft Corporation
Microsoft SQL Server 2008 R2 Native Client;10.52.4000.0;Microsoft Corporation
Microsoft SQL Server 2008 R2 Setup (English);10.52.4000.0;Microsoft Corporation
Microsoft SQL Server 2008 Setup Support Files;10.1.2731.0;Microsoft Corporation
Microsoft SQL Server Browser;10.52.4000.0;Microsoft Corporation
Microsoft SQL Server VSS Writer;10.52.4000.0;Microsoft Corporation
Microsoft Visio Premium 2010;14.0.4763.1000;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable;8.0.61001;Microsoft Corporation
Microsoft Visual C++ 2005 Redistributable (x64);8.0.61000;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.21022;9.0.21022;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;Microsoft Corporation
Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
MSXML 4.0 SP3 Parser;4.30.2100.0;Microsoft Corporation
NIST 08 MS Search and AMDIS (software only);2.01.003;NIST
Thermo Accela PDA Boot Utility;7.2.2.6394;Thermo Fisher Scientific Inc.
Thermo Chromeleon 7 Core Components;7.2.2.6686;Thermo Fisher Scientific Inc.
Thermo Chromeleon 7 SII Access List;7.2.2.6394;Thermo Fisher Scientific Inc.
Thermo Chromeleon 7.2 SR2;7.2.2.6394;Thermo Fisher Scientific Inc.
Thermo Exactive Series 2.5 SP1;2.5.1.2104;Thermo Fisher Scientific Inc.
Thermo ISQ 3.0;3.0.0012;Thermo Fisher Scientific Inc.
Thermo Mass Spectrometer driver client for Chromeleon;1.1.1016;Thermo Fisher Scientific, Inc.
Thermo TSQ Series 3.1 SP1 QF1;3.1.0032;Thermo Fisher Scientific Inc.
TR1300ST;1.0.0;Thermo
WibuKey Setup (WibuKey Remove);Version 6.11 of 2013-Feb-27 (Build 1057) (Setup);WIBU-SYSTEMS AG
Windows Driver Package - Microchip Technology, Inc. (usbser) Ports  (12/06/2012 5.1.2600.7);12/06/2012 5.1.2600.7;Microchip Technology, Inc.
Windows Driver Package - Thermo Fisher Scientific Inc. Chromeleon USB Driver Package (04/23/2014 1.1.0.35);04/23/2014 1.1.0.35;Thermo Fisher Scientific Inc.
Windows Driver Package - Thermo Fisher Scientific Inc. Chromeleon USB Driver Package (09/17/2013 1.1.0.33);09/17/2013 1.1.0.33;Thermo Fisher Scientific Inc.
Windows Driver Package - Thermo Fisher Scientific Inc. Chromeleon USB Driver Package (11/19/2014 1.1.0.38);11/19/2014 1.1.0.38;Thermo Fisher Scientific Inc.
WinPcap 4.1.2;4.1.0.2001;CACE Technologies
