Name;Version;Vendor
Adobe Flash Player 12 ActiveX;12.0.0.38;Adobe Systems Incorporated
Agente de Red de Kaspersky Security Center 10;10.3.407;AO Kaspersky Lab
ASX520 Configuration Tool;1.3.0;Teledyne CETAC Technologies
Broadcom NetXtreme-I Netlink Driver and Management Installer;15.4.14.1;Broadcom Corporation
C-Term;1.1.2;CETAC Technologies
Dell Backup and Recovery Manager;1.3.1;Dell Inc.
Dell Client System Update;1.3.0;Dell Inc.
Dell Data Protection | Access;2.3.00001.020;Dell Inc.
Dell Digital Delivery;2.8.5000.0;Dell Products, LP
Dell Edoc Viewer;1.0.0;Dell Inc
Dell Protected Workspace;2.3.15835;Invincea, Inc.
ESI Autosampler version 2.6.8.21_2.6.8.21;2.6.8.21;Thermo Fisher Scientific
Intel(R) Control Center;1.2.1.1008;Intel Corporation
Intel(R) Management Engine Components;9.5.15.1730;Intel Corporation
Intel(R) Network Connections 17.2.154.0;17.2.154.0;Intel
Intel(R) Processor Graphics;9.17.10.2867;Intel Corporation
Intel(R) Rapid Storage Technology;11.2.0.1006;Intel Corporation
Intel(R) USB 3.0 eXtensible Host Controller Driver;1.0.8.251;Intel Corporation
Kaspersky Endpoint Security 10 para Windows;10.2.5.3201;Kaspersky Lab
ManageEngine Desktop Central 9 - Agent;9.0.132.W;ZohoCorp
McAfee Agent;4.5.0.1270;McAfee, Inc.
Microsoft .NET Framework 4.5;4.5.50709;Microsoft Corporation
Microsoft Office Professional Plus 2010;14.0.4763.1000;Microsoft Corporation
Microsoft SkyDrive;16.4.6013.0910;Microsoft Corporation
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17;9.0.30729;Microsoft Corporation
Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;Microsoft Corporation
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.51106;11.0.51106.1;Microsoft Corporation
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005;12.0.21005.1;Microsoft Corporation
MSXML 4.0 SP3 Parser;4.30.2100.0;Microsoft Corporation
PMIAnalyteLaser VI Package_2014.8.10.1;2014.8.10.1;Thermo Fisher Scientific
QtegraDigiLaz_2.4;2.4;Thermo Fisher Scientific
Qtegra iCAP Q / iCAP RQ 2.7.2426.165;2.7.2426.165;Thermo Fisher Scientific
Realtek High Definition Audio Driver;6.0.1.5931;Realtek Semiconductor Corp.
SUNIX Multi IO Controller;8.1.1.0;SUNIX Co., Ltd.
TeamViewer 10;10.0.47484;TeamViewer
Teledyne Cetac Autosamplers 4.1.2.2 for Qtegra 2.7_4.1.2.0;4.1.2.0;Thermo Fisher Scientific
Windows Driver Package - Thermo Fisher Scientific Inc. (thermo_usb_x86) Ports  (05/06/2011 1.96.0.0);05/06/2011 1.96.0.0;Thermo Fisher Scientific Inc.
